,blue_r,blue_x,blue_y,duration,safe_r,safe_x,safe_y,time
46,5217.900625,4454.2859375,4159.208125,460,2318.87484375,6408.08875,4636.30125,19:03:55
47,5101.978125,4532.411875,4178.285625,470,2318.87484375,6408.08875,4636.30125,19:04:05
48,4985.99,4610.5825,4197.37375,480,2318.87484375,6408.08875,4636.30125,19:04:15
49,4870.1134375,4688.6775,4216.44375,490,2318.87484375,6408.08875,4636.30125,19:04:25
50,4753.953125,4766.9640625,4235.56,500,2318.87484375,6408.08875,4636.30125,19:04:35
51,4638.2115625,4844.968125,4254.6078125,510,2318.87484375,6408.08875,4636.30125,19:04:45
52,4521.963125,4923.3140625,4273.73875,520,2318.87484375,6408.08875,4636.30125,19:04:55
53,4406.0684375,5001.42125,4292.8115625,530,2318.87484375,6408.08875,4636.30125,19:05:05
54,4290.418125,5079.3640625,4311.8440625,540,2318.87484375,6408.08875,4636.30125,19:05:15
55,4174.201875,5157.6884375,4330.97,550,2318.87484375,6408.08875,4636.30125,19:05:25
56,4058.55125,5235.63125,4350.0025,560,2318.87484375,6408.08875,4636.30125,19:05:35
57,3942.608125,5313.77125,4369.0834375,570,2318.87484375,6408.08875,4636.30125,19:05:45
58,3826.59625,5391.9575,4388.1753125,580,2318.87484375,6408.08875,4636.30125,19:05:55
59,3710.5390625,5470.174375,4407.275,590,2318.87484375,6408.08875,4636.30125,19:06:05
60,3594.480625,5548.3925,4426.3746875,600,2318.87484375,6408.08875,4636.30125,19:06:15
61,3478.684375,5626.433125,4445.43125,610,2318.87484375,6408.08875,4636.30125,19:06:25
62,3362.841875,5704.505625,4464.495625,620,2318.87484375,6408.08875,4636.30125,19:06:35
63,3246.944375,5782.615,4483.56875,630,2318.87484375,6408.08875,4636.30125,19:06:45
64,3130.9434375,5860.79375,4502.6590625,640,2318.87484375,6408.08875,4636.30125,19:06:55
65,3014.8859375,5939.01125,4521.75875,650,2318.87484375,6408.08875,4636.30125,19:07:05
66,2898.919375,6017.166875,4540.843125,660,2318.87484375,6408.08875,4636.30125,19:07:15
67,2783.0775,6095.23875,4559.9075,670,2318.87484375,6408.08875,4636.30125,19:07:25
68,2666.9875,6173.4775,4579.0125,680,2318.87484375,6408.08875,4636.30125,19:07:35
69,2551.2596875,6251.4725,4598.0578125,690,2318.87484375,6408.08875,4636.30125,19:07:45
70,2435.111875,6329.750625,4617.1721875,700,2318.87484375,6408.08875,4636.30125,19:07:55
71,2319.2546875,6407.833125,4636.23875,710,2318.87484375,6408.08875,4636.30125,19:08:05
72,2318.87484375,6408.08875,4636.30125,720,1507.26859375,6063.610625,4467.224375,19:08:15
73,2318.87484375,6408.08875,4636.30125,730,1507.26859375,6063.610625,4467.224375,19:08:25
74,2318.87484375,6408.08875,4636.30125,740,1507.26859375,6063.610625,4467.224375,19:08:35
75,2318.87484375,6408.08875,4636.30125,750,1507.26859375,6063.610625,4467.224375,19:08:45
76,2318.87484375,6408.08875,4636.30125,760,1507.26859375,6063.610625,4467.224375,19:08:55
77,2318.87484375,6408.08875,4636.30125,770,1507.26859375,6063.610625,4467.224375,19:09:05
78,2318.87484375,6408.08875,4636.30125,780,1507.26859375,6063.610625,4467.224375,19:09:15
79,2318.87484375,6408.08875,4636.30125,790,1507.26859375,6063.610625,4467.224375,19:09:25
80,2318.87484375,6408.08875,4636.30125,800,1507.26859375,6063.610625,4467.224375,19:09:35
81,2318.87484375,6408.08875,4636.30125,810,1507.26859375,6063.610625,4467.224375,19:09:45
82,2318.87484375,6408.08875,4636.30125,820,1507.26859375,6063.610625,4467.224375,19:09:55
83,2318.87484375,6408.08875,4636.30125,830,1507.26859375,6063.610625,4467.224375,19:10:05
84,2318.87484375,6408.08875,4636.30125,840,1507.26859375,6063.610625,4467.224375,19:10:15
85,2318.87484375,6408.08875,4636.30125,850,1507.26859375,6063.610625,4467.224375,19:10:25
86,2318.87484375,6408.08875,4636.30125,860,1507.26859375,6063.610625,4467.224375,19:10:35
87,2318.87484375,6408.08875,4636.30125,870,1507.26859375,6063.610625,4467.224375,19:10:45
88,2318.87484375,6408.08875,4636.30125,880,1507.26859375,6063.610625,4467.224375,19:10:55
89,2318.87484375,6408.08875,4636.30125,890,1507.26859375,6063.610625,4467.224375,19:11:05
90,2318.87484375,6408.08875,4636.30125,900,1507.26859375,6063.610625,4467.224375,19:11:15
91,2318.87484375,6408.08875,4636.30125,910,1507.26859375,6063.610625,4467.224375,19:11:25
92,2261.5540625,6383.759375,4624.36,920,1507.26859375,6063.610625,4467.224375,19:11:35
93,2203.6275,6359.173125,4612.2925,930,1507.26859375,6063.610625,4467.224375,19:11:45
94,2145.5821875,6334.53625,4600.2003125,940,1507.26859375,6063.610625,4467.224375,19:11:55
95,2087.714375,6309.975,4588.145,950,1507.26859375,6063.610625,4467.224375,19:12:05
96,2029.79125,6285.39,4576.078125,960,1507.26859375,6063.610625,4467.224375,19:12:15
97,1971.6721875,6260.721875,4563.970625,970,1507.26859375,6063.610625,4467.224375,19:12:25
98,1913.83625,6236.174375,4551.9221875,980,1507.26859375,6063.610625,4467.224375,19:12:35
99,1855.83046875,6211.554375,4539.838125,990,1507.26859375,6063.610625,4467.224375,19:12:45
100,1797.7621875,6186.9075,4527.74125,1000,1507.26859375,6063.610625,4467.224375,19:12:55
101,1739.84703125,6162.32625,4515.6759375,1010,1507.26859375,6063.610625,4467.224375,19:13:05
102,1681.903125,6137.7325,4503.605,1020,1507.26859375,6063.610625,4467.224375,19:13:15
103,1623.9521875,6113.135625,4491.5321875,1030,1507.26859375,6063.610625,4467.224375,19:13:25
104,1565.88,6088.4875,4479.4346875,1040,1507.26859375,6063.610625,4467.224375,19:13:35
105,1508.005,6063.923125,4467.3778125,1050,1507.26859375,6063.610625,4467.224375,19:13:45
106,1507.26859375,6063.610625,4467.224375,1060,753.634296875,5969.265,4255.405625,19:13:55
107,1507.26859375,6063.610625,4467.224375,1070,753.634296875,5969.265,4255.405625,19:14:05
108,1507.26859375,6063.610625,4467.224375,1080,753.634296875,5969.265,4255.405625,19:14:15
109,1507.26859375,6063.610625,4467.224375,1090,753.634296875,5969.265,4255.405625,19:14:25
110,1507.26859375,6063.610625,4467.224375,1100,753.634296875,5969.265,4255.405625,19:14:35
111,1507.26859375,6063.610625,4467.224375,1110,753.634296875,5969.265,4255.405625,19:14:45
112,1507.26859375,6063.610625,4467.224375,1120,753.634296875,5969.265,4255.405625,19:14:55
113,1507.26859375,6063.610625,4467.224375,1130,753.634296875,5969.265,4255.405625,19:15:05
114,1507.26859375,6063.610625,4467.224375,1140,753.634296875,5969.265,4255.405625,19:15:15
115,1507.26859375,6063.610625,4467.224375,1150,753.634296875,5969.265,4255.405625,19:15:25
116,1507.26859375,6063.610625,4467.224375,1160,753.634296875,5969.265,4255.405625,19:15:35
117,1507.26859375,6063.610625,4467.224375,1170,753.634296875,5969.265,4255.405625,19:15:45
118,1507.26859375,6063.610625,4467.224375,1180,753.634296875,5969.265,4255.405625,19:15:55
119,1507.26859375,6063.610625,4467.224375,1190,753.634296875,5969.265,4255.405625,19:16:05
120,1507.26859375,6063.610625,4467.224375,1200,753.634296875,5969.265,4255.405625,19:16:15
121,1425.41234375,6053.363125,4444.2175,1210,753.634296875,5969.265,4255.405625,19:16:25
122,1341.59328125,6042.87,4420.6590625,1220,753.634296875,5969.265,4255.405625,19:16:35
123,1257.848125,6032.38625,4397.1215625,1230,753.634296875,5969.265,4255.405625,19:16:45
124,1174.0621875,6021.8975,4373.5725,1240,753.634296875,5969.265,4255.405625,19:16:55
125,1090.349453125,6011.4175,4350.04375,1250,753.634296875,5969.265,4255.405625,19:17:05
126,1006.555078125,6000.9275,4326.4921875,1260,753.634296875,5969.265,4255.405625,19:17:15
127,922.76109375,5990.4375,4302.9409375,1270,753.634296875,5969.265,4255.405625,19:17:25
128,839.27765625,5979.98625,4279.476875,1280,753.634296875,5969.265,4255.405625,19:17:35
129,755.475703125,5969.495625,4255.923125,1290,753.634296875,5969.265,4255.405625,19:17:45
130,753.634296875,5969.265,4255.405625,1300,376.8171484375,6053.56625,4057.6796875,19:17:55
131,753.634296875,5969.265,4255.405625,1310,376.8171484375,6053.56625,4057.6796875,19:18:05
132,753.634296875,5969.265,4255.405625,1320,376.8171484375,6053.56625,4057.6796875,19:18:15
133,753.634296875,5969.265,4255.405625,1330,376.8171484375,6053.56625,4057.6796875,19:18:25
134,753.634296875,5969.265,4255.405625,1340,376.8171484375,6053.56625,4057.6796875,19:18:35
135,753.634296875,5969.265,4255.405625,1350,376.8171484375,6053.56625,4057.6796875,19:18:45
136,753.634296875,5969.265,4255.405625,1360,376.8171484375,6053.56625,4057.6796875,19:18:55
137,753.634296875,5969.265,4255.405625,1370,376.8171484375,6053.56625,4057.6796875,19:19:05
138,753.634296875,5969.265,4255.405625,1380,376.8171484375,6053.56625,4057.6796875,19:19:15
139,753.634296875,5969.265,4255.405625,1390,376.8171484375,6053.56625,4057.6796875,19:19:25
140,753.634296875,5969.265,4255.405625,1400,376.8171484375,6053.56625,4057.6796875,19:19:35
141,753.634296875,5969.265,4255.405625,1410,376.8171484375,6053.56625,4057.6796875,19:19:45
142,692.879921875,5982.856875,4223.52625,1420,376.8171484375,6053.56625,4057.6796875,19:19:55
143,630.040390625,5996.915625,4190.5525,1430,376.8171484375,6053.56625,4057.6796875,19:20:05
144,567.3049609375,6010.950625,4157.63375,1440,376.8171484375,6053.56625,4057.6796875,19:20:15
145,504.4898828125,6025.003125,4124.6728125,1450,376.8171484375,6053.56625,4057.6796875,19:20:25
146,441.650234375,6039.061875,4091.699375,1460,376.8171484375,6053.56625,4057.6796875,19:20:35
147,378.8351953125,6053.115,4058.73875,1470,376.8171484375,6053.56625,4057.6796875,19:20:45
148,376.8171484375,6053.56625,4057.6796875,1480,188.40857421875,5955.01875,4114.7503125,19:20:55
149,376.8171484375,6053.56625,4057.6796875,1490,188.40857421875,5955.01875,4114.7503125,19:21:05
150,376.8171484375,6053.56625,4057.6796875,1500,188.40857421875,5955.01875,4114.7503125,19:21:15
151,376.8171484375,6053.56625,4057.6796875,1510,188.40857421875,5955.01875,4114.7503125,19:21:25
152,376.8171484375,6053.56625,4057.6796875,1520,188.40857421875,5955.01875,4114.7503125,19:21:35
153,376.8171484375,6053.56625,4057.6796875,1530,188.40857421875,5955.01875,4114.7503125,19:21:45
154,376.8171484375,6053.56625,4057.6796875,1540,188.40857421875,5955.01875,4114.7503125,19:21:55
155,376.8171484375,6053.56625,4057.6796875,1550,188.40857421875,5955.01875,4114.7503125,19:22:05
156,376.8171484375,6053.56625,4057.6796875,1560,188.40857421875,5955.01875,4114.7503125,19:22:15
157,376.8171484375,6053.56625,4057.6796875,1570,188.40857421875,5955.01875,4114.7503125,19:22:25
158,376.8171484375,6053.56625,4057.6796875,1580,188.40857421875,5955.01875,4114.7503125,19:22:35
159,376.8171484375,6053.56625,4057.6796875,1590,188.40857421875,5955.01875,4114.7503125,19:22:45
160,331.59171875,6029.91125,4071.37875,1600,188.40857421875,5955.01875,4114.7503125,19:22:55
161,284.51275390625,6005.28625,4085.639375,1610,188.40857421875,5955.01875,4114.7503125,19:23:05
162,237.4060546875,5980.646875,4099.9084375,1620,188.40857421875,5955.01875,4114.7503125,19:23:15
163,190.248671875,5955.98125,4114.1928125,1630,188.40857421875,5955.01875,4114.7503125,19:23:25
164,188.40857421875,5955.01875,4114.7503125,1640,94.204287109375,5959.236875,4146.3175,19:23:35
165,188.40857421875,5955.01875,4114.7503125,1650,94.204287109375,5959.236875,4146.3175,19:23:45
166,188.40857421875,5955.01875,4114.7503125,1660,94.204287109375,5959.236875,4146.3175,19:23:55
167,188.40857421875,5955.01875,4114.7503125,1670,94.204287109375,5959.236875,4146.3175,19:24:05
168,188.40857421875,5955.01875,4114.7503125,1680,94.204287109375,5959.236875,4146.3175,19:24:15
169,188.40857421875,5955.01875,4114.7503125,1690,94.204287109375,5959.236875,4146.3175,19:24:25
170,188.40857421875,5955.01875,4114.7503125,1700,94.204287109375,5959.236875,4146.3175,19:24:35
171,188.40857421875,5955.01875,4114.7503125,1710,94.204287109375,5959.236875,4146.3175,19:24:45
172,188.40857421875,5955.01875,4114.7503125,1720,94.204287109375,5959.236875,4146.3175,19:24:55
173,158.63857421875,5956.351875,4124.7259375,1730,94.204287109375,5959.236875,4146.3175,19:25:05
174,127.21265625,5957.75875,4135.2565625,1740,94.204287109375,5959.236875,4146.3175,19:25:15
175,95.780576171875,5959.16625,4145.789375,1750,94.204287109375,5959.236875,4146.3175,19:25:25
176,94.204287109375,5959.236875,4146.3175,1760,47.1021435546875,5991.075625,4131.4521875,19:25:35
177,94.204287109375,5959.236875,4146.3175,1770,47.1021435546875,5991.075625,4131.4521875,19:25:45
178,94.204287109375,5959.236875,4146.3175,1780,47.1021435546875,5991.075625,4131.4521875,19:25:55
179,94.204287109375,5959.236875,4146.3175,1790,47.1021435546875,5991.075625,4131.4521875,19:26:05
180,94.204287109375,5959.236875,4146.3175,1800,47.1021435546875,5991.075625,4131.4521875,19:26:15
181,94.204287109375,5959.236875,4146.3175,1810,47.1021435546875,5991.075625,4131.4521875,19:26:25
182,94.204287109375,5959.236875,4146.3175,1820,47.1021435546875,5991.075625,4131.4521875,19:26:35
183,94.204287109375,5959.236875,4146.3175,1830,47.1021435546875,5991.075625,4131.4521875,19:26:45
184,94.204287109375,5959.236875,4146.3175,1840,47.1021435546875,5991.075625,4131.4521875,19:26:55
185,79.48337890625,5969.1875,4141.6715625,1850,47.1021435546875,5991.075625,4131.4521875,19:27:05
186,63.76732421875,5979.810625,4136.7115625,1860,47.1021435546875,5991.075625,4131.4521875,19:27:15
187,48.0620458984375,5990.426875,4131.755,1870,47.1021435546875,5991.075625,4131.4521875,19:27:25
188,47.1021435546875,5991.075625,4131.4521875,1880,23.55107177734375,5987.065,4141.8121875,19:27:35
189,47.1021435546875,5991.075625,4131.4521875,1890,23.55107177734375,5987.065,4141.8121875,19:27:45
190,47.1021435546875,5991.075625,4131.4521875,1900,23.55107177734375,5987.065,4141.8121875,19:27:55
191,47.1021435546875,5991.075625,4131.4521875,1910,23.55107177734375,5987.065,4141.8121875,19:28:05
192,47.1021435546875,5991.075625,4131.4521875,1920,23.55107177734375,5987.065,4141.8121875,19:28:15
193,47.1021435546875,5991.075625,4131.4521875,1930,23.55107177734375,5987.065,4141.8121875,19:28:25
194,39.84212158203125,5989.839375,4134.6459375,1940,23.55107177734375,5987.065,4141.8121875,19:28:35
195,36.7090185546875,5989.305625,4136.0240625,1950,23.55107177734375,5987.065,4141.8121875,19:28:45
