,blue_r,blue_x,blue_y,duration,safe_r,safe_x,safe_y,time
96,2030.10390625,3352.2065625,4785.061875,960,1507.26859375,3025.78375,4554.8321875,19:46:23
97,1972.245625,3316.08375,4759.5840625,970,1507.26859375,3025.78375,4554.8321875,19:46:33
98,1914.27375,3279.89,4734.05625,980,1507.26859375,3025.78375,4554.8321875,19:46:43
99,1856.245625,3243.66125,4708.50375,990,1507.26859375,3025.78375,4554.8321875,19:46:53
100,1798.2740625,3207.4675,4682.9759375,1000,1507.26859375,3025.78375,4554.8321875,19:47:03
101,1740.29078125,3171.266875,4657.443125,1010,1507.26859375,3025.78375,4554.8321875,19:47:13
102,1682.27390625,3135.045,4631.895625,1020,1507.26859375,3025.78375,4554.8321875,19:47:23
103,1624.3078125,3098.855,4606.3703125,1030,1507.26859375,3025.78375,4554.8321875,19:47:33
104,1566.2734375,3062.6225,4580.815,1040,1507.26859375,3025.78375,4554.8321875,19:47:43
105,1508.459375,3026.5271875,4555.3565625,1050,1507.26859375,3025.78375,4554.8321875,19:47:53
106,1507.26859375,3025.78375,4554.8321875,1060,753.634296875,3172.2059375,4330.9728125,19:48:03
107,1507.26859375,3025.78375,4554.8321875,1070,753.634296875,3172.2059375,4330.9728125,19:48:13
108,1507.26859375,3025.78375,4554.8321875,1080,753.634296875,3172.2059375,4330.9728125,19:48:23
109,1507.26859375,3025.78375,4554.8321875,1090,753.634296875,3172.2059375,4330.9728125,19:48:33
110,1507.26859375,3025.78375,4554.8321875,1100,753.634296875,3172.2059375,4330.9728125,19:48:43
111,1507.26859375,3025.78375,4554.8321875,1110,753.634296875,3172.2059375,4330.9728125,19:48:53
112,1507.26859375,3025.78375,4554.8321875,1120,753.634296875,3172.2059375,4330.9728125,19:49:03
113,1507.26859375,3025.78375,4554.8321875,1130,753.634296875,3172.2059375,4330.9728125,19:49:13
114,1507.26859375,3025.78375,4554.8321875,1140,753.634296875,3172.2059375,4330.9728125,19:49:23
115,1507.26859375,3025.78375,4554.8321875,1150,753.634296875,3172.2059375,4330.9728125,19:49:33
116,1507.26859375,3025.78375,4554.8321875,1160,753.634296875,3172.2059375,4330.9728125,19:49:43
117,1507.26859375,3025.78375,4554.8321875,1170,753.634296875,3172.2059375,4330.9728125,19:49:53
118,1507.26859375,3025.78375,4554.8321875,1180,753.634296875,3172.2059375,4330.9728125,19:50:03
119,1507.26859375,3025.78375,4554.8321875,1190,753.634296875,3172.2059375,4330.9728125,19:50:13
120,1507.26859375,3025.78375,4554.8321875,1200,753.634296875,3172.2059375,4330.9728125,19:50:23
121,1426.13234375,3041.5475,4530.7315625,1210,753.634296875,3172.2059375,4330.9728125,19:50:33
122,1342.5590625,3057.7846875,4505.906875,1220,753.634296875,3172.2059375,4330.9728125,19:50:43
123,1258.8221875,3074.0540625,4481.03375,1230,753.634296875,3172.2059375,4330.9728125,19:50:53
124,1175.07734375,3090.3246875,4456.158125,1240,753.634296875,3172.2059375,4330.9728125,19:51:03
125,1091.340625,3106.59375,4431.285,1250,753.634296875,3172.2059375,4330.9728125,19:51:13
126,1007.4728125,3122.888125,4406.3728125,1260,753.634296875,3172.2059375,4330.9728125,19:51:23
127,923.6625,3139.1715625,4381.478125,1270,753.634296875,3172.2059375,4330.9728125,19:51:33
128,840.056328125,3155.4153125,4356.64375,1280,753.634296875,3172.2059375,4330.9728125,19:51:43
129,756.344140625,3171.679375,4331.7778125,1290,753.634296875,3172.2059375,4330.9728125,19:51:53
130,753.634296875,3172.2059375,4330.9728125,1300,376.8171484375,3395.720625,4215.761875,19:52:03
131,753.634296875,3172.2059375,4330.9728125,1310,376.8171484375,3395.720625,4215.761875,19:52:13
132,753.634296875,3172.2059375,4330.9728125,1320,376.8171484375,3395.720625,4215.761875,19:52:23
133,753.634296875,3172.2059375,4330.9728125,1330,376.8171484375,3395.720625,4215.761875,19:52:33
134,753.634296875,3172.2059375,4330.9728125,1340,376.8171484375,3395.720625,4215.761875,19:52:43
135,753.634296875,3172.2059375,4330.9728125,1350,376.8171484375,3395.720625,4215.761875,19:52:53
136,753.634296875,3172.2059375,4330.9728125,1360,376.8171484375,3395.720625,4215.761875,19:53:03
137,753.634296875,3172.2059375,4330.9728125,1370,376.8171484375,3395.720625,4215.761875,19:53:13
138,753.634296875,3172.2059375,4330.9728125,1380,376.8171484375,3395.720625,4215.761875,19:53:23
139,753.634296875,3172.2059375,4330.9728125,1390,376.8171484375,3395.720625,4215.761875,19:53:33
140,753.634296875,3172.2059375,4330.9728125,1400,376.8171484375,3395.720625,4215.761875,19:53:43
141,753.634296875,3172.2059375,4330.9728125,1410,376.8171484375,3395.720625,4215.761875,19:53:53
142,693.309453125,3207.9884375,4312.52875,1420,376.8171484375,3395.720625,4215.761875,19:54:03
143,630.6726953125,3245.1425,4293.3775,1430,376.8171484375,3395.720625,4215.761875,19:54:13
144,567.87015625,3282.3946875,4274.1759375,1440,376.8171484375,3395.720625,4215.761875,19:54:23
145,504.95703125,3319.7125,4254.9403125,1450,376.8171484375,3395.720625,4215.761875,19:54:33
146,442.22203125,3356.9246875,4235.759375,1460,376.8171484375,3395.720625,4215.761875,19:54:43
147,379.358125,3394.2134375,4216.53875,1470,376.8171484375,3395.720625,4215.761875,19:54:53
148,376.8171484375,3395.720625,4215.761875,1480,188.40857421875,3504.7440625,4314.275,19:55:03
149,376.8171484375,3395.720625,4215.761875,1490,188.40857421875,3504.7440625,4314.275,19:55:13
150,376.8171484375,3395.720625,4215.761875,1500,188.40857421875,3504.7440625,4314.275,19:55:23
151,376.8171484375,3395.720625,4215.761875,1510,188.40857421875,3504.7440625,4314.275,19:55:33
152,376.8171484375,3395.720625,4215.761875,1520,188.40857421875,3504.7440625,4314.275,19:55:43
153,376.8171484375,3395.720625,4215.761875,1530,188.40857421875,3504.7440625,4314.275,19:55:53
154,376.8171484375,3395.720625,4215.761875,1540,188.40857421875,3504.7440625,4314.275,19:56:03
155,376.8171484375,3395.720625,4215.761875,1550,188.40857421875,3504.7440625,4314.275,19:56:13
156,376.8171484375,3395.720625,4215.761875,1560,188.40857421875,3504.7440625,4314.275,19:56:23
157,376.8171484375,3395.720625,4215.761875,1570,188.40857421875,3504.7440625,4314.275,19:56:33
158,376.8171484375,3395.720625,4215.761875,1580,188.40857421875,3504.7440625,4314.275,19:56:43
159,376.8171484375,3395.720625,4215.761875,1590,188.40857421875,3504.7440625,4314.275,19:56:53
160,332.1853515625,3421.546875,4239.0984375,1600,188.40857421875,3504.7440625,4314.275,19:57:03
161,285.0833203125,3448.8028125,4263.7265625,1610,188.40857421875,3504.7440625,4314.275,19:57:13
162,237.93552734375,3476.085,4288.37875,1620,188.40857421875,3504.7440625,4314.275,19:57:23
163,190.9071484375,3503.298125,4312.9684375,1630,188.40857421875,3504.7440625,4314.275,19:57:33
164,188.40857421875,3504.7440625,4314.275,1640,94.204287109375,3506.1828125,4336.1346875,19:57:43
165,188.40857421875,3504.7440625,4314.275,1650,94.204287109375,3506.1828125,4336.1346875,19:57:53
166,188.40857421875,3504.7440625,4314.275,1660,94.204287109375,3506.1828125,4336.1346875,19:58:03
167,188.40857421875,3504.7440625,4314.275,1670,94.204287109375,3506.1828125,4336.1346875,19:58:13
168,188.40857421875,3504.7440625,4314.275,1680,94.204287109375,3506.1828125,4336.1346875,19:58:23
169,188.40857421875,3504.7440625,4314.275,1690,94.204287109375,3506.1828125,4336.1346875,19:58:33
170,188.40857421875,3504.7440625,4314.275,1700,94.204287109375,3506.1828125,4336.1346875,19:58:43
171,188.40857421875,3504.7440625,4314.275,1710,94.204287109375,3506.1828125,4336.1346875,19:58:53
172,188.40857421875,3504.7440625,4314.275,1720,94.204287109375,3506.1828125,4336.1346875,19:59:03
173,158.9146484375,3505.194375,4321.1190625,1730,94.204287109375,3506.1828125,4336.1346875,19:59:13
174,127.510322265625,3505.6740625,4328.40625,1740,94.204287109375,3506.1828125,4336.1346875,19:59:23
175,96.07521484375,3506.154375,4335.700625,1750,94.204287109375,3506.1828125,4336.1346875,19:59:33
176,94.204287109375,3506.1828125,4336.1346875,1760,47.1021435546875,3509.57375,4315.873125,19:59:43
177,94.204287109375,3506.1828125,4336.1346875,1770,47.1021435546875,3509.57375,4315.873125,19:59:53
178,94.204287109375,3506.1828125,4336.1346875,1780,47.1021435546875,3509.57375,4315.873125,20:00:03
179,94.204287109375,3506.1828125,4336.1346875,1790,47.1021435546875,3509.57375,4315.873125,20:00:13
180,94.204287109375,3506.1828125,4336.1346875,1800,47.1021435546875,3509.57375,4315.873125,20:00:23
181,94.204287109375,3506.1828125,4336.1346875,1810,47.1021435546875,3509.57375,4315.873125,20:00:33
182,94.204287109375,3506.1828125,4336.1346875,1820,47.1021435546875,3509.57375,4315.873125,20:00:43
183,94.204287109375,3506.1828125,4336.1346875,1830,47.1021435546875,3509.57375,4315.873125,20:00:53
184,94.204287109375,3506.1828125,4336.1346875,1840,47.1021435546875,3509.57375,4315.873125,20:01:03
185,83.830224609375,3506.9296875,4331.6721875,1850,47.1021435546875,3509.57375,4315.873125,20:01:13
