,ID,duration,gamePeriod,health,number_alive,time,x,y
1260,90,144,1,100,72,20:44:48,1580.9425,2232.23
1264,40,145,1,100,72,20:44:49,1227.67859375,1757.44015625
1261,78,145,1,27.099998474121094,72,20:44:49,2391.63796875,3444.5784375
1262,92,145,1,100,72,20:44:49,1217.38015625,2624.343125
1263,91,145,1,100,72,20:44:49,1734.84953125,3537.4334375
1265,53,145,1,100,72,20:44:49,2155.15109375,920.3496875
1266,54,145,1,0,72,20:44:49,2442.0975,1366.66375
4419,78,146,1,0,72,20:44:50,2394.02,3443.1378125
1267,79,146,1,100,72,20:44:50,2324.40453125,1798.11609375
1268,80,146,1,100,72,20:44:50,2342.51671875,3446.351875
1269,93,146,1,100,71,20:44:50,3634.5075,1163.6371875
1270,94,146,1,100,71,20:44:50,3360.6215625,2877.918125
1271,41,146,1,62.650001525878906,71,20:44:50,1896.0325,2765.3928125
1275,82,147,1,100,71,20:44:51,2033.69078125,3607.5
1277,97,147,1,100,71,20:44:51,1866.95078125,1976.59859375
1276,96,147,1,100,71,20:44:51,2219.85921875,2416.82578125
1272,65,147,1,100,71,20:44:51,2194.445625,953.62015625
1273,42,147,1,100,71,20:44:51,3437.293125,993.638203125
1274,95,147,1,100,71,20:44:51,2371.79953125,795.5571875
1285,4,148,1,100,71,20:44:52,2034.833125,1961.5546875
1278,55,148,1,100,71,20:44:52,1162.121953125,2370.0575
1279,2,148,1,100,71,20:44:52,2085.6596875,3794.99875
1280,0,148,1,100,71,20:44:52,1839.94140625,2109.6303125
1281,1,148,1,100,71,20:44:52,1869.46390625,1973.888125
1282,66,148,1,100,71,20:44:52,1944.96875,1949.15328125
1283,67,148,1,100,71,20:44:52,2038.263125,2162.29578125
1284,68,148,1,100,71,20:44:52,2488.0759375,1362.00890625
1286,5,148,1,100,71,20:44:52,3193.9275,2363.2946875
1287,84,148,1,100,71,20:44:52,1521.02984375,3601.606875
1292,9,148,1,100,71,20:44:52,2383.54515625,3428.5371875
1293,85,148,1,37.599998474121094,71,20:44:52,1728.96234375,3787.1975
1296,17,148,1,100,71,20:44:52,2953.5775,2980.909375
1291,11,148,1,100,71,20:44:52,3032.1084375,929.9778125
1297,15,148,1,100,71,20:44:52,3015.9503125,3693.651875
1290,10,148,1,100,71,20:44:52,2368.865,3491.620625
1289,13,148,1,100,71,20:44:52,1493.94828125,3624.506875
1288,83,148,1,100,71,20:44:52,2783.8915625,3666.7678125
1294,43,148,1,100,71,20:44:52,2635.7478125,655.2444921875
1295,16,148,1,100,71,20:44:52,2851.7034375,1187.64796875
1301,22,149,1,99.42778015136719,71,20:44:53,1972.0325,2740.9734375
1303,69,149,1,100,71,20:44:53,2767.8996875,2047.14015625
1299,20,149,1,100,71,20:44:53,1359.44859375,1088.714765625
1298,19,149,1,78,71,20:44:53,2003.74796875,1786.7296875
1313,71,149,1,100,71,20:44:53,1189.584296875,3331.195625
1304,25,149,1,41.29500198364258,71,20:44:53,2053.65953125,1999.27140625
1305,56,149,1,98.59590911865234,71,20:44:53,1482.36,3632.05625
1306,28,149,1,100,71,20:44:53,3273.0465625,3463.9090625
1311,30,149,1,100,71,20:44:53,1211.561953125,2601.04109375
1310,34,149,1,100,71,20:44:53,945.778515625,2599.09234375
1309,31,149,1,100,71,20:44:53,3410.074375,1522.201875
1302,23,149,1,100,71,20:44:53,2493.34859375,3762.39125
1300,21,149,1,100,71,20:44:53,2662.673125,2648.64625
1314,72,149,1,100,71,20:44:53,922.071171875,2518.6275
1312,59,149,1,9.700000762939453,71,20:44:53,1944.80609375,2044.60953125
4420,68,149,1,0,71,20:44:53,2483.668125,1360.08
1318,36,149,1,100,71,20:44:53,1842.695625,2720.5965625
1317,98,149,1,100,71,20:44:53,1957.33328125,2441.92953125
1316,35,149,1,100,71,20:44:53,2498.13390625,2488.51140625
1315,49,149,1,100,71,20:44:53,1837.6703125,1365.26109375
1308,32,149,1,29.26500701904297,71,20:44:53,1894.0396875,2037.74875
1307,58,149,1,100,71,20:44:53,1400.1759375,3027.0428125
1321,50,150,1,51.48999786376953,70,20:44:54,2344.14640625,3478.283125
1320,99,150,1,75,70,20:44:54,3267.205,1862.2453125
1319,73,150,1,100,70,20:44:54,817.10578125,2928.4375
1324,88,151,1,100,70,20:44:55,2470.10390625,1420.97328125
1323,86,151,1,100,70,20:44:55,2529.89671875,2628.399375
1322,38,151,1,100,70,20:44:55,3081.4534375,758.659609375
1326,61,152,1,100,70,20:44:56,2544.2003125,2080.68015625
1325,60,152,1,100,70,20:44:56,2811.015625,2377.7028125
1331,63,153,1,71.62000274658203,70,20:44:57,2472.21796875,1365.940625
1327,62,153,1,100,70,20:44:57,1679.8903125,2238.96015625
1328,75,153,1,100,70,20:44:57,3317.96375,764.666484375
1329,39,153,1,100,70,20:44:57,2546.0553125,1352.56953125
1330,76,153,1,100,70,20:44:57,1999.98421875,1936.8203125
1332,89,153,1,100,70,20:44:57,3517.975625,1806.81953125
1333,90,154,1,100,70,20:44:58,1580.96109375,2232.8809375
1336,40,155,1,100,70,20:44:59,1192.439453125,1742.36921875
1337,53,155,1,100,70,20:44:59,2174.0253125,916.310546875
1335,92,155,1,100,70,20:44:59,1235.1315625,2616.0521875
1334,91,155,1,100,70,20:44:59,1726.94203125,3537.1571875
1342,41,156,1,64.6500015258789,70,20:45:00,1927.0571875,2784.9984375
1341,93,156,1,100,70,20:45:00,3624.7128125,1176.069765625
1340,94,156,1,100,70,20:45:00,3350.5921875,2879.39625
1339,80,156,1,100,70,20:45:00,2336.65578125,3470.8971875
1338,79,156,1,100,70,20:45:00,2327.12734375,1837.9803125
1347,96,157,1,100,69,20:45:01,2208.7365625,2423.118125
1348,97,157,1,100,69,20:45:01,1867.2365625,1970.98609375
1343,65,157,1,41.19999694824219,69,20:45:01,2190.1959375,950.170859375
1344,42,157,1,100,69,20:45:01,3441.33875,991.11
1346,82,157,1,100,69,20:45:01,2036.923125,3580.8690625
4421,50,157,1,0,70,20:45:01,2339.20390625,3482.170625
1345,95,157,1,100,69,20:45:01,2357.23890625,800.95125
1361,10,158,1,100,69,20:45:02,2362.8175,3486.774375
1363,85,158,1,37.599998474121094,69,20:45:02,1731.9153125,3780.8134375
1360,11,158,1,100,69,20:45:02,3026.0934375,908.99390625
1362,13,158,1,100,69,20:45:02,1492.82984375,3621.430625
1349,55,158,1,100,69,20:45:02,1149.311171875,2356.565625
1364,43,158,1,100,69,20:45:02,2650.668125,641.6387890625
1365,17,158,1,100,69,20:45:02,2955.6321875,2982.6228125
1366,16,158,1,100,69,20:45:02,2843.8534375,1194.377265625
1367,15,158,1,100,69,20:45:02,3016.423125,3732.1434375
1357,83,158,1,100,69,20:45:02,2766.8196875,3674.609375
1356,5,158,1,100,69,20:45:02,3236.0478125,2358.2875
1355,4,158,1,100,69,20:45:02,2037.30796875,1984.4059375
1354,67,158,1,100,69,20:45:02,1980.03734375,2167.85953125
1353,66,158,1,100,69,20:45:02,1951.54203125,1937.7825
1352,2,158,1,100,69,20:45:02,2104.07078125,3792.881875
1351,0,158,1,100,69,20:45:02,1839.84953125,2109.5465625
1350,1,158,1,100,69,20:45:02,1872.49171875,1970.3209375
1359,9,158,1,100,69,20:45:02,2380.5978125,3425.19625
1358,84,158,1,100,69,20:45:02,1522.42375,3603.1559375
1378,30,159,1,100,69,20:45:03,1209.44796875,2602.49234375
1369,20,159,1,100,69,20:45:03,1362.806875,1083.08109375
1370,21,159,1,100,69,20:45:03,2681.8921875,2649.240625
1371,22,159,1,99.42778015136719,69,20:45:03,1976.03390625,2732.7003125
1372,23,159,1,100,69,20:45:03,2497.73171875,3768.11
1373,69,159,1,100,69,20:45:03,2798.7075,2039.13375
1374,25,159,1,45.29500198364258,69,20:45:03,2053.74359375,1999.26578125
1375,56,159,1,100,69,20:45:03,1486.32671875,3613.4671875
1368,19,159,1,78,69,20:45:03,1990.98921875,1804.0775
1376,28,159,1,100,69,20:45:03,3280.7828125,3460.7884375
1377,58,159,1,100,69,20:45:03,1395.4646875,3026.7546875
1380,31,159,1,100,69,20:45:03,3402.3590625,1500.19734375
1382,59,159,1,9.700000762939453,69,20:45:03,1938.1815625,2032.68671875
1383,71,159,1,100,69,20:45:03,1167.14359375,3322.4365625
1384,72,159,1,100,69,20:45:03,925.34609375,2501.051875
1385,49,159,1,100,69,20:45:03,1866.47375,1358.6678125
1386,35,159,1,100,69,20:45:03,2553.44734375,2494.52
1387,98,159,1,100,69,20:45:03,1954.07953125,2423.8815625
1388,36,159,1,100,69,20:45:03,1832.5715625,2710.8975
1379,32,159,1,29.26500701904297,69,20:45:03,1903.75359375,2031.414375
1381,34,159,1,100,69,20:45:03,961.140703125,2595.3975
1389,73,160,1,100,69,20:45:04,811.779453125,2898.215625
1390,99,160,1,75,69,20:45:04,3271.9209375,1871.59453125
1391,50,160,1,0,69,20:45:04,2339.20390625,3482.170625
1392,38,161,1,100,69,20:45:05,3107.478125,786.48640625
1394,88,161,1,100,69,20:45:05,2449.0703125,1404.22984375
1393,86,161,1,100,69,20:45:05,2534.92359375,2626.3378125
1395,60,162,1,100,69,20:45:06,2795.8228125,2375.0346875
1396,61,162,1,100,69,20:45:06,2597.023125,2073.444375
4422,65,163,1,0,69,20:45:07,2179.75296875,940.426484375
1397,62,163,1,100,69,20:45:07,1674.85671875,2264.5103125
1398,75,163,1,100,69,20:45:07,3312.1103125,768.96671875
1399,39,163,1,28.34571647644043,69,20:45:07,2549.88140625,1363.8259375
1400,76,163,1,100,69,20:45:07,1995.889375,1928.79875
1401,63,163,1,71.62000274658203,69,20:45:07,2479.82640625,1359.51953125
1402,89,163,1,100,69,20:45:07,3534.8246875,1771.46140625
1403,90,164,1,100,68,20:45:08,1580.9696875,2232.91359375
1407,53,165,1,100,68,20:45:09,2175.87578125,933.83484375
1406,40,165,1,100,68,20:45:09,1181.761171875,1694.09171875
4423,10,165,1,0,68,20:45:09,2362.8459375,3486.4675
1404,92,165,1,100,68,20:45:09,1242.95296875,2614.6109375
1405,91,165,1,100,68,20:45:09,1710.60953125,3504.3546875
1408,79,166,1,100,67,20:45:10,2313.15875,1833.09890625
1409,80,166,1,100,67,20:45:10,2339.7525,3482.006875
1410,93,166,1,100,67,20:45:10,3623.2215625,1193.5284375
1411,94,166,1,100,67,20:45:10,3350.3990625,2879.7946875
1412,41,166,1,66.6500015258789,67,20:45:10,1950.6159375,2790.6171875
4424,13,167,1,0,67,20:45:11,1493.53609375,3624.0284375
1414,42,167,1,100,66,20:45:11,3426.9246875,976.650078125
1415,95,167,1,100,66,20:45:11,2323.6653125,815.011953125
1413,65,167,1,0,66,20:45:11,2179.75296875,940.426484375
1417,96,167,1,100,66,20:45:11,2191.09890625,2417.26921875
1418,97,167,1,100,66,20:45:11,1867.83890625,1968.5553125
1419,55,167,1,100,66,20:45:11,1153.619453125,2334.9878125
1416,82,167,1,100,66,20:45:11,2038.06578125,3590.151875
1430,13,168,1,0,66,20:45:12,1493.53609375,3624.0284375
1433,85,168,1,37.599998474121094,66,20:45:12,1739.5746875,3798.0078125
1434,43,168,1,100,66,20:45:12,2670.4834375,585.993671875
1435,15,168,1,100,66,20:45:12,3000.88375,3724.8184375
1432,9,168,1,100,66,20:45:12,2358.4053125,3441.479375
1437,17,168,1,100,66,20:45:12,2959.5959375,2984.014375
1431,11,168,1,100,66,20:45:12,3017.7428125,894.921171875
1429,10,168,1,0,66,20:45:12,2362.8459375,3486.4675
1423,66,168,1,100,66,20:45:12,1973.23953125,1945.41234375
1427,84,168,1,100,66,20:45:12,1522.1128125,3603.6434375
1426,5,168,1,100,66,20:45:12,3253.515,2365.13875
1425,4,168,1,100,66,20:45:12,2042.03796875,2009.76671875
1424,67,168,1,100,66,20:45:12,1971.4928125,2170.46140625
1436,16,168,1,100,66,20:45:12,2841.00375,1171.329609375
1420,1,168,1,100,66,20:45:12,1867.4978125,1972.12328125
1421,0,168,1,100,66,20:45:12,1848.50234375,2080.93609375
1428,83,168,1,100,66,20:45:12,2755.8190625,3676.1571875
1422,2,168,1,100,66,20:45:12,2102.42953125,3793.8478125
1438,19,169,1,78,66,20:45:13,1967.8978125,1836.02359375
1454,72,169,1,100,66,20:45:13,914.4528125,2496.14078125
1447,58,169,1,100,66,20:45:13,1393.69109375,3023.354375
1448,32,169,1,29.26500701904297,66,20:45:13,1901.2265625,2031.1503125
1449,30,169,1,100,66,20:45:13,1241.05015625,2600.7778125
1450,34,169,1,100,66,20:45:13,973.089765625,2602.10109375
1451,31,169,1,100,66,20:45:13,3415.6221875,1495.025
1452,59,169,1,9.700000762939453,66,20:45:13,1944.2859375,2022.77921875
1453,71,169,1,100,66,20:45:13,1125.1315625,3283.4978125
1444,25,169,1,47.29500198364258,66,20:45:13,2053.8409375,1999.33953125
1455,49,169,1,100,66,20:45:13,1877.6853125,1355.57984375
1456,35,169,1,100,66,20:45:13,2605.75390625,2513.04953125
1457,98,169,1,100,66,20:45:13,1928.6065625,2443.37609375
1446,28,169,1,100,66,20:45:13,3284.929375,3436.2134375
1458,36,169,1,100,66,20:45:13,1832.64453125,2707.2375
1443,69,169,1,100,66,20:45:13,2810.80625,2034.24296875
1442,22,169,1,99.42778015136719,66,20:45:13,1970.65328125,2751.6515625
1441,23,169,1,100,66,20:45:13,2507.258125,3765.1140625
1440,21,169,1,100,66,20:45:13,2687.999375,2609.755
1439,20,169,1,100,66,20:45:13,1358.55390625,1089.385
1445,56,169,1,32.747501373291016,66,20:45:13,1488.6853125,3626.034375
1460,99,170,1,75,66,20:45:14,3259.6484375,1876.02390625
1459,73,170,1,100,66,20:45:14,785.944375,2877.3115625
1461,38,171,1,100,66,20:45:15,3118.8621875,793.303046875
1462,86,171,1,100,66,20:45:15,2536.0771875,2613.163125
1463,88,171,1,100,66,20:45:15,2454.309375,1400.28078125
1464,60,172,1,100,66,20:45:16,2769.01125,2334.0759375
1465,61,172,1,100,66,20:45:16,2646.50125,2072.1115625
1470,63,173,1,34.09500503540039,66,20:45:17,2481.70640625,1358.32453125
4425,25,173,1,0,66,20:45:17,2054.46953125,2005.22375
1466,62,173,1,100,66,20:45:17,1669.4059375,2272.86328125
1467,75,173,1,100,66,20:45:17,3327.0253125,760.563671875
1468,39,173,1,75,66,20:45:17,2549.669375,1367.351875
1469,76,173,1,100,66,20:45:17,2016.494375,1945.608125
1471,89,173,1,100,66,20:45:17,3527.625,1761.61078125
1472,90,174,1,100,65,20:45:18,1578.99453125,2236.85140625
4426,56,175,1,0,65,20:45:19,1492.94734375,3624.5490625
1476,53,175,1,100,64,20:45:19,2185.34609375,913.116015625
1475,40,175,1,100,65,20:45:19,1182.1121875,1663.98953125
1474,92,175,1,100,65,20:45:19,1244.085859375,2614.6109375
1473,91,175,1,100,65,20:45:19,1723.875625,3462.8221875
1481,41,176,1,67.6500015258789,64,20:45:20,1920.84203125,2795.5421875
1480,94,176,1,100,64,20:45:20,3350.3990625,2879.7946875
1478,80,176,1,100,64,20:45:20,2344.05953125,3472.845
1477,79,176,1,100,64,20:45:20,2307.7915625,1838.6421875
1479,93,176,1,100,64,20:45:20,3634.7440625,1201.7040625
1486,97,177,1,100,64,20:45:21,1867.243125,1969.84859375
1485,96,177,1,100,64,20:45:21,2176.0059375,2399.1353125
1484,82,177,1,100,64,20:45:21,2044.90296875,3568.060625
1483,95,177,1,100,64,20:45:21,2299.61890625,871.28328125
1482,42,177,1,100,64,20:45:21,3415.2278125,942.241640625
1487,55,177,1,100,64,20:45:21,1161.043359375,2340.71796875
1498,9,178,1,100,64,20:45:22,2340.110625,3465.954375
1504,15,178,1,100,64,20:45:22,2995.8478125,3711.6515625
1503,16,178,1,100,64,20:45:22,2830.753125,1161.5065625
1502,17,178,1,100,64,20:45:22,2965.3278125,2994.5371875
1501,43,178,1,100,64,20:45:22,2718.8540625,550.4416796875
1500,85,178,1,37.599998474121094,64,20:45:22,1739.958125,3800.0190625
1497,13,178,1,0,64,20:45:22,1493.53609375,3624.0284375
1496,84,178,1,100,64,20:45:22,1517.0790625,3606.909375
1495,83,178,1,100,64,20:45:22,2771.514375,3671.55875
1499,11,178,1,100,64,20:45:22,3005.5175,891.76546875
1493,4,178,1,45.81999969482422,64,20:45:22,2054.05453125,2005.32671875
1492,67,178,1,100,64,20:45:22,1966.77875,2169.215
1491,66,178,1,100,64,20:45:22,1974.87234375,1942.0859375
1490,0,178,1,100,64,20:45:22,1844.05015625,2051.28609375
1489,1,178,1,100,64,20:45:22,1873.328125,1968.12859375
1488,2,178,1,100,64,20:45:22,2099.7621875,3793.09625
1494,5,178,1,100,64,20:45:22,3259.6875,2384.7771875
1514,58,179,1,100,64,20:45:23,1394.07578125,3022.8053125
1519,59,179,1,9.700000762939453,64,20:45:23,1943.54921875,2029.54734375
1518,34,179,1,100,64,20:45:23,944.3046875,2604.861875
1517,32,179,1,29.26500701904297,64,20:45:23,1900.90078125,2025.78171875
1516,30,179,1,100,64,20:45:23,1220.283046875,2577.193125
1515,31,179,1,100,64,20:45:23,3417.3175,1494.96390625
1512,56,179,1,0,64,20:45:23,1492.94734375,3624.5490625
1522,49,179,1,100,64,20:45:23,1872.7396875,1352.11015625
1510,69,179,1,100,64,20:45:23,2792.6353125,2024.7703125
1509,23,179,1,100,64,20:45:23,2488.73828125,3776.9734375
1508,22,179,1,99.42778015136719,64,20:45:23,1965.84015625,2758.8271875
1507,21,179,1,100,64,20:45:23,2680.15,2565.12390625
1506,20,179,1,100,64,20:45:23,1345.0040625,1088.7265625
1505,19,179,1,78,64,20:45:23,1971.56140625,1886.16078125
1520,71,179,1,100,64,20:45:23,1103.36265625,3227.679375
1511,25,179,1,0,64,20:45:23,2054.46953125,2005.22375
1521,72,179,1,100,64,20:45:23,913.37515625,2496.52734375
1513,28,179,1,100,64,20:45:23,3277.6015625,3427.6346875
1523,35,179,1,100,64,20:45:23,2651.5865625,2538.51671875
1524,98,179,1,100,64,20:45:23,1914.4696875,2442.93109375
1525,36,179,1,100,64,20:45:23,1836.525,2746.6865625
1526,73,180,1,100,64,20:45:24,770.4671875,2906.7284375
1527,99,180,1,75,64,20:45:24,3262.439375,1883.3009375
1530,88,181,1,100,64,20:45:25,2468.44265625,1394.026875
1528,38,181,1,100,64,20:45:25,3122.7740625,814.012109375
1529,86,181,1,100,64,20:45:25,2536.8009375,2635.7278125
1531,60,182,1,100,64,20:45:26,2733.7046875,2300.825625
1532,61,182,1,100,64,20:45:26,2686.2640625,2073.4646875
1536,76,183,1,74.19999694824219,64,20:45:27,2018.724375,1946.635625
1535,39,183,1,75,64,20:45:27,2550.638125,1370.688125
1538,89,183,1,100,64,20:45:27,3522.2390625,1751.03609375
1533,62,183,1,100,64,20:45:27,1686.66171875,2240.93453125
1534,75,183,1,100,64,20:45:27,3298.57875,767.28171875
1537,63,183,1,78,64,20:45:27,2481.47921875,1358.32453125
1539,90,184,1,100,64,20:45:28,1578.411875,2237.8921875
4427,35,185,1,0,64,20:45:29,2657.2628125,2543.2209375
1540,92,185,1,100,64,20:45:29,1236.83984375,2614.3053125
1541,91,185,1,100,64,20:45:29,1736.95671875,3425.02625
1542,40,185,1,100,64,20:45:29,1183.7240625,1651.083125
1543,53,185,1,100,64,20:45:29,2206.72671875,919.046484375
1544,79,186,1,100,63,20:45:30,2288.97390625,1836.89453125
1545,80,186,1,100,63,20:45:30,2341.0053125,3469.3290625
1546,94,186,1,100,63,20:45:30,3353.4675,2876.3409375
1547,93,186,1,100,63,20:45:30,3648.8375,1182.1821875
1548,41,186,1,69.6500015258789,63,20:45:30,1902.1953125,2798.3759375
4428,19,186,1,0,63,20:45:30,1991.86640625,1900.70015625
1549,42,187,1,100,62,20:45:31,3442.4478125,934.28375
1550,95,187,1,100,62,20:45:31,2255.044375,911.545859375
1551,82,187,1,100,62,20:45:31,2045.61859375,3570.381875
1552,96,187,1,100,62,20:45:31,2159.3653125,2372.9875
1553,97,187,1,100,62,20:45:31,1867.54703125,1973.8209375
1554,55,187,1,100,62,20:45:31,1176.395078125,2342.24640625
1565,9,188,1,100,62,20:45:32,2335.53953125,3465.700625
1566,85,188,1,37.599998474121094,62,20:45:32,1739.958125,3800.0190625
1570,16,188,1,100,62,20:45:32,2854.8028125,1168.443359375
1569,15,188,1,100,62,20:45:32,2960.5040625,3685.15625
1568,17,188,1,100,62,20:45:32,2986.5240625,2994.496875
1567,43,188,1,100,62,20:45:32,2738.250625,537.2555859375
1564,11,188,1,100,62,20:45:32,3008.9096875,904.083984375
1563,84,188,1,100,62,20:45:32,1489.7365625,3614.561875
1562,83,188,1,100,62,20:45:32,2770.7521875,3639.2540625
1560,4,188,1,45.81999969482422,62,20:45:32,2054.05453125,2005.32671875
1559,67,188,1,100,62,20:45:32,1920.63640625,2163.47421875
1558,66,188,1,100,62,20:45:32,1974.5459375,1937.254375
1557,0,188,1,100,62,20:45:32,1862.4971875,2036.31609375
1556,2,188,1,100,62,20:45:32,2073.81921875,3796.050625
1555,1,188,1,100,62,20:45:32,1874.1003125,1971.27609375
1561,5,188,1,100,62,20:45:32,3247.918125,2408.0975
1584,71,189,1,100,62,20:45:33,1092.2046875,3170.3059375
1583,59,189,1,9.700000762939453,62,20:45:33,1953.0553125,2022.65890625
1585,72,189,1,100,62,20:45:33,920.007265625,2497.9859375
1580,34,189,1,100,62,20:45:33,908.654375,2620.6565625
1587,35,189,1,0,62,20:45:33,2657.2628125,2543.2209375
1588,98,189,1,100,62,20:45:33,1921.05421875,2400.3575
1582,30,189,1,100,62,20:45:33,1231.51328125,2564.59671875
1586,49,189,1,100,62,20:45:33,1853.37671875,1358.4153125
1581,32,189,1,75,62,20:45:33,1898.08390625,2022.58703125
1572,20,189,1,100,62,20:45:33,1326.9265625,1081.3275
1578,58,189,1,100,62,20:45:33,1374.34703125,3037.3796875
1577,28,189,1,100,62,20:45:33,3266.6340625,3427.7740625
1576,69,189,1,100,62,20:45:33,2796.883125,2000.4021875
1575,23,189,1,100,62,20:45:33,2509.5478125,3789.22625
1574,22,189,1,99.42778015136719,62,20:45:33,1972.9896875,2759.7471875
1573,21,189,1,67.66000366210938,62,20:45:33,2661.7196875,2542.635
1589,36,189,1,100,62,20:45:33,1833.27078125,2757.2221875
1571,19,189,1,0,62,20:45:33,1991.86640625,1900.70015625
1579,31,189,1,100,62,20:45:33,3416.6390625,1494.1846875
1590,73,190,1,100,62,20:45:34,766.159296875,2924.9478125
1591,99,190,1,75,62,20:45:34,3262.2640625,1898.22578125
1592,38,191,1,100,62,20:45:35,3145.464375,826.54796875
1593,86,191,1,100,62,20:45:35,2542.48796875,2640.14375
1594,88,191,1,100,62,20:45:35,2476.17359375,1391.06546875
1596,61,192,1,100,62,20:45:36,2734.9290625,2073.54640625
1595,60,192,1,100,62,20:45:36,2706.62375,2323.00453125
1597,62,193,1,100,62,20:45:37,1662.9434375,2194.32140625
1602,89,193,1,100,62,20:45:37,3510.72625,1735.09734375
1601,63,193,1,80,62,20:45:37,2475.13875,1362.66453125
1599,39,193,1,75,62,20:45:37,2550.638125,1370.688125
1598,75,193,1,100,62,20:45:37,3287.2721875,780.56828125
1600,76,193,1,74.19999694824219,62,20:45:37,2018.4921875,1903.39109375
1603,90,194,1,100,62,20:45:38,1581.08953125,2233.11359375
1604,92,195,1,100,62,20:45:39,1253.12109375,2605.01890625
1605,91,195,1,100,62,20:45:39,1710.46453125,3404.8434375
1606,40,195,1,100,62,20:45:39,1167.492265625,1621.1778125
4429,95,195,1,0,62,20:45:39,2226.524375,933.506953125
1607,53,195,1,100,62,20:45:39,2224.48453125,921.259140625
1609,80,196,1,100,61,20:45:40,2340.55453125,3469.2184375
1610,93,196,1,100,61,20:45:40,3655.3584375,1189.6896875
1611,94,196,1,100,61,20:45:40,3351.4503125,2894.43
1612,41,196,1,70.6500015258789,61,20:45:40,1906.53875,2799.034375
1608,79,196,1,100,61,20:45:40,2263.011875,1850.24
1613,42,197,1,100,61,20:45:41,3472.32625,925.73046875
1614,95,197,1,0,61,20:45:41,2226.524375,933.506953125
1615,82,197,1,100,61,20:45:41,2015.6775,3560.22625
1616,96,197,1,100,61,20:45:41,2155.73421875,2372.63875
1617,97,197,1,100,61,20:45:41,1867.53453125,1976.68703125
1618,55,197,1,100,61,20:45:41,1176.819375,2339.8903125
1627,84,198,1,100,61,20:45:42,1486.37984375,3619.0478125
1626,83,198,1,100,61,20:45:42,2763.5153125,3639.8746875
1619,0,198,1,100,61,20:45:42,1877.1778125,2045.0153125
1620,1,198,1,100,61,20:45:42,1867.16015625,1970.583125
1621,2,198,1,100,61,20:45:42,2105.3653125,3826.7203125
1622,66,198,1,100,61,20:45:42,1975.19875,1939.12171875
1625,5,198,1,100,61,20:45:42,3227.4571875,2408.15734375
1623,67,198,1,100,61,20:45:42,1868.67109375,2164.3653125
1624,4,198,1,49.81999969482422,61,20:45:42,2054.05453125,2005.32671875
1628,9,198,1,100,61,20:45:42,2337.37921875,3475.6346875
1629,11,198,1,100,61,20:45:42,2995.138125,917.21546875
1630,85,198,1,37.599998474121094,61,20:45:42,1736.1684375,3776.8428125
1631,43,198,1,100,61,20:45:42,2793.3196875,511.475078125
1632,17,198,1,100,61,20:45:42,2987.39875,2977.695
1633,16,198,1,100,61,20:45:42,2863.533125,1204.317890625
1634,15,198,1,100,61,20:45:42,2900.8909375,3697.6234375
1648,71,199,1,100,61,20:45:43,1126.84765625,3132.9178125
1647,59,199,1,9.700000762939453,61,20:45:43,1947.995,2029.64640625
1646,30,199,1,100,61,20:45:43,1239.498203125,2601.0465625
1645,34,199,1,100,61,20:45:43,906.989453125,2620.15328125
1644,31,199,1,100,61,20:45:43,3416.6390625,1494.1846875
1640,69,199,1,100,61,20:45:43,2780.475625,1999.9265625
1642,58,199,1,100,61,20:45:43,1349.0240625,3075.3159375
1641,28,199,1,100,61,20:45:43,3276.0040625,3430.9871875
1636,20,199,1,100,61,20:45:43,1321.71734375,1091.90375
1639,23,199,1,100,61,20:45:43,2468.81046875,3788.28625
1643,32,199,1,75,61,20:45:43,1903.685625,2023.70671875
1649,72,199,1,100,61,20:45:43,899.03328125,2474.3103125
1637,21,199,1,67.66000366210938,61,20:45:43,2658.79375,2548.28890625
1651,98,199,1,100,61,20:45:43,1906.33875,2344.916875
1652,36,199,1,100,61,20:45:43,1834.2228125,2749.1428125
1638,22,199,1,99.42778015136719,61,20:45:43,1973.64234375,2759.6771875
1635,19,199,1,0,61,20:45:43,1991.86640625,1900.70015625
1650,49,199,1,100,61,20:45:43,1893.7703125,1355.2003125
1654,99,200,1.5,75,60,20:45:44,3221.76,1900.95015625
4430,80,200,1.5,0,61,20:45:44,2341.143125,3469.2090625
1653,73,200,1.5,100,60,20:45:44,748.30265625,2906.725
1655,38,201,1.5,100,60,20:45:45,3122.391875,799.73515625
1656,86,201,1.5,100,60,20:45:45,2556.59234375,2598.5053125
1657,88,201,1.5,100,60,20:45:45,2478.14859375,1393.69375
4431,62,202,1.5,0,60,20:45:46,1620.82390625,2204.72453125
1658,60,202,1.5,100,59,20:45:46,2714.7315625,2356.4109375
1659,61,202,1.5,100,59,20:45:46,2759.9971875,2059.49828125
1664,63,203,1.5,82,59,20:45:47,2475.55734375,1359.92234375
1660,62,203,1.5,0,59,20:45:47,1620.82390625,2204.72453125
1661,75,203,1.5,100,59,20:45:47,3285.73375,778.97359375
1662,39,203,1.5,75,59,20:45:47,2549.64078125,1363.8690625
1665,89,203,1.5,100,59,20:45:47,3506.6759375,1743.6153125
1663,76,203,1.5,74.19999694824219,59,20:45:47,1993.76,1888.11875
1666,90,204,1.5,100,59,20:45:48,1578.75046875,2230.98890625
1670,53,205,1.5,100,59,20:45:49,2226.1628125,932.164375
1669,40,205,1.5,100,59,20:45:49,1153.5159375,1625.31828125
