,blue_r,blue_x,blue_y,duration,red_r,red_x,red_y,safe_r,safe_x,safe_y,time
24,2669.7125,1979.21453125,1839.4853125,240,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:46:24
25,2608.94703125,1968.0225,1793.276875,250,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:46:34
26,2548.2996875,1956.85234375,1747.1584375,260,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:46:44
27,2487.73,1945.69640625,1701.0990625,270,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:46:54
28,2427.01328125,1934.5134375,1654.92796875,280,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:47:04
29,2366.42265625,1923.35359375,1608.8525,290,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:47:14
30,2305.75890625,1912.18046875,1562.72171875,300,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:47:24
31,2245.0771875,1901.00390625,1516.5771875,310,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:47:34
32,2184.32828125,1889.815,1470.38140625,320,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:47:44
33,2123.758125,1878.65890625,1424.32171875,330,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:47:54
34,2062.91875,1867.4534375,1378.05734375,340,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:48:04
35,2002.3934375,1856.305625,1332.03171875,350,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:48:14
36,1941.753125,1845.13671875,1285.9184375,360,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:48:24
37,1881.02875,1833.95234375,1239.7415625,370,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:48:34
38,1820.3103125,1822.7690625,1193.5690625,380,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:48:44
39,1759.7153125,1811.6084375,1147.490390625,390,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:48:54
40,1698.9446875,1800.41546875,1101.278203125,400,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:49:04
41,1638.3865625,1789.26171875,1055.227578125,410,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:49:14
42,1577.57546875,1778.06140625,1008.9846875,420,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:49:24
43,1517.0515625,1766.91390625,962.96,430,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:49:34
44,1456.1978125,1755.705625,916.6846875,440,0.0,0.0,0.0,1456.09578125,1755.686875,916.607109375,20:49:44
45,1456.09578125,1755.686875,916.607109375,450,0.0,0.0,0.0,1019.26703125,1710.53015625,785.697421875,20:49:54
46,1456.09578125,1755.686875,916.607109375,460,263.18181640625,1717.5284375,2260.276875,1019.26703125,1710.53015625,785.697421875,20:50:04
47,1456.09578125,1755.686875,916.607109375,470,263.18181640625,1717.5284375,2260.276875,1019.26703125,1710.53015625,785.697421875,20:50:14
48,1456.09578125,1755.686875,916.607109375,480,263.18181640625,1717.5284375,2260.276875,1019.26703125,1710.53015625,785.697421875,20:50:24
49,1456.09578125,1755.686875,916.607109375,490,263.18181640625,1717.5284375,2260.276875,1019.26703125,1710.53015625,785.697421875,20:50:34
50,1456.09578125,1755.686875,916.607109375,500,263.18181640625,1717.5284375,2260.276875,1019.26703125,1710.53015625,785.697421875,20:50:44
51,1456.09578125,1755.686875,916.607109375,510,263.18181640625,1717.5284375,2260.276875,1019.26703125,1710.53015625,785.697421875,20:50:54
52,1456.09578125,1755.686875,916.607109375,520,0.0,1717.5284375,2260.276875,1019.26703125,1710.53015625,785.697421875,20:51:04
53,1456.09578125,1755.686875,916.607109375,530,0.0,1717.5284375,2260.276875,1019.26703125,1710.53015625,785.697421875,20:51:14
54,1456.09578125,1755.686875,916.607109375,540,0.0,1717.5284375,2260.276875,1019.26703125,1710.53015625,785.697421875,20:51:24
55,1456.09578125,1755.686875,916.607109375,550,0.0,1717.5284375,2260.276875,1019.26703125,1710.53015625,785.697421875,20:51:34
56,1456.09578125,1755.686875,916.607109375,560,0.0,1717.5284375,2260.276875,1019.26703125,1710.53015625,785.697421875,20:51:44
57,1420.255,1751.981875,905.86625,570,0.0,1717.5284375,2260.276875,1019.26703125,1710.53015625,785.697421875,20:51:54
58,1383.795625,1748.21296875,894.940078125,580,230.8822265625,3301.1484375,674.316015625,1019.26703125,1710.53015625,785.697421875,20:52:04
59,1347.36125,1744.4465625,884.021328125,590,230.8822265625,3301.1484375,674.316015625,1019.26703125,1710.53015625,785.697421875,20:52:14
60,1310.93390625,1740.6809375,873.1046875,600,230.8822265625,3301.1484375,674.316015625,1019.26703125,1710.53015625,785.697421875,20:52:24
61,1274.623828125,1736.92734375,862.223203125,610,230.8822265625,3301.1484375,674.316015625,1019.26703125,1710.53015625,785.697421875,20:52:34
62,1238.185625,1733.160625,851.303359375,620,230.8822265625,3301.1484375,674.316015625,1019.26703125,1710.53015625,785.697421875,20:52:44
63,1201.74765625,1729.39390625,840.38359375,630,230.8822265625,3301.1484375,674.316015625,1019.26703125,1710.53015625,785.697421875,20:52:54
64,1165.405546875,1725.63703125,829.4925,640,230.8822265625,3301.1484375,674.316015625,1019.26703125,1710.53015625,785.697421875,20:53:04
65,1128.942890625,1721.8678125,818.5653125,650,0.0,3301.1484375,674.316015625,1019.26703125,1710.53015625,785.697421875,20:53:14
66,1092.593828125,1718.1103125,807.672109375,660,0.0,3301.1484375,674.316015625,1019.26703125,1710.53015625,785.697421875,20:53:24
67,1056.14859375,1714.3428125,796.75015625,670,0.0,3301.1484375,674.316015625,1019.26703125,1710.53015625,785.697421875,20:53:34
68,1019.73203125,1710.57828125,785.836796875,680,0.0,3301.1484375,674.316015625,1019.26703125,1710.53015625,785.697421875,20:53:44
69,1019.26703125,1710.53015625,785.697421875,690,0.0,3301.1484375,674.316015625,611.560234375,1938.5809375,852.165078125,20:53:54
70,1019.26703125,1710.53015625,785.697421875,700,0.0,3301.1484375,674.316015625,611.560234375,1938.5809375,852.165078125,20:54:04
71,1019.26703125,1710.53015625,785.697421875,710,186.80470703125,673.7890625,1393.0175,611.560234375,1938.5809375,852.165078125,20:54:14
72,1019.26703125,1710.53015625,785.697421875,720,186.80470703125,673.7890625,1393.0175,611.560234375,1938.5809375,852.165078125,20:54:24
73,1019.26703125,1710.53015625,785.697421875,730,186.80470703125,673.7890625,1393.0175,611.560234375,1938.5809375,852.165078125,20:54:34
74,1019.26703125,1710.53015625,785.697421875,740,186.80470703125,673.7890625,1393.0175,611.560234375,1938.5809375,852.165078125,20:54:44
75,1019.26703125,1710.53015625,785.697421875,750,186.80470703125,673.7890625,1393.0175,611.560234375,1938.5809375,852.165078125,20:54:54
76,1019.26703125,1710.53015625,785.697421875,760,186.80470703125,673.7890625,1393.0175,611.560234375,1938.5809375,852.165078125,20:55:04
77,1019.26703125,1710.53015625,785.697421875,770,186.80470703125,673.7890625,1393.0175,611.560234375,1938.5809375,852.165078125,20:55:14
78,986.04796875,1729.11125,791.113046875,780,0.0,673.7890625,1393.0175,611.560234375,1938.5809375,852.165078125,20:55:24
79,952.1353125,1748.0803125,796.641796875,790,0.0,673.7890625,1393.0175,611.560234375,1938.5809375,852.165078125,20:55:34
80,918.12984375,1767.10125,802.185625,800,0.0,673.7890625,1393.0175,611.560234375,1938.5809375,852.165078125,20:55:44
81,884.1640625,1786.1,807.72296875,810,0.0,673.7890625,1393.0175,611.560234375,1938.5809375,852.165078125,20:55:54
82,850.161875,1805.1190625,813.266328125,820,0.0,673.7890625,1393.0175,611.560234375,1938.5809375,852.165078125,20:56:04
83,816.14640625,1824.145625,818.811796875,830,0.0,673.7890625,1393.0175,611.560234375,1938.5809375,852.165078125,20:56:14
84,782.27375,1843.09234375,824.333984375,840,151.1419921875,1197.203125,1190.97921875,611.560234375,1938.5809375,852.165078125,20:56:24
85,748.278359375,1862.10765625,829.876171875,850,151.1419921875,1197.203125,1190.97921875,611.560234375,1938.5809375,852.165078125,20:56:34
86,714.252890625,1881.13984375,835.42328125,860,151.1419921875,1197.203125,1190.97921875,611.560234375,1938.5809375,852.165078125,20:56:44
87,680.28390625,1900.1403125,840.961171875,870,151.1419921875,1197.203125,1190.97921875,611.560234375,1938.5809375,852.165078125,20:56:54
88,646.31171875,1919.14265625,846.499609375,880,0.0,1197.203125,1190.97921875,611.560234375,1938.5809375,852.165078125,20:57:04
89,612.302890625,1938.165625,852.043984375,890,0.0,1197.203125,1190.97921875,611.560234375,1938.5809375,852.165078125,20:57:14
90,611.560234375,1938.5809375,852.165078125,900,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:57:24
91,611.560234375,1938.5809375,852.165078125,910,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:57:34
92,611.560234375,1938.5809375,852.165078125,920,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:57:44
93,611.560234375,1938.5809375,852.165078125,930,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:57:54
94,611.560234375,1938.5809375,852.165078125,940,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:58:04
95,611.560234375,1938.5809375,852.165078125,950,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:58:14
96,586.927109375,1929.80828125,863.05171875,960,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:58:24
97,561.430390625,1920.72796875,874.320078125,970,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:58:34
98,536.010859375,1911.67515625,885.554296875,980,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:58:44
99,510.526640625,1902.599375,896.817109375,990,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:58:54
100,485.04,1893.5228125,908.081015625,1000,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:59:04
101,459.5658203125,1884.45046875,919.339375,1010,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:59:14
102,434.061640625,1875.36765625,930.611015625,1020,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:59:24
103,408.550078125,1866.28203125,941.885859375,1030,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:59:34
104,383.063515625,1857.20546875,953.149765625,1040,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:59:44
105,357.569375,1848.12609375,964.416953125,1050,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,20:59:54
106,332.1475,1839.0725,975.6521875,1060,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,21:00:04
107,306.6334375,1829.98609375,986.928203125,1070,0.0,1197.203125,1190.97921875,305.7801171875,1829.6821875,987.3053125,21:00:14
108,305.7801171875,1829.6821875,987.3053125,1080,0.0,1197.203125,1190.97921875,152.89005859375,1872.37265625,867.834765625,21:00:24
109,305.7801171875,1829.6821875,987.3053125,1090,0.0,1197.203125,1190.97921875,152.89005859375,1872.37265625,867.834765625,21:00:34
110,305.7801171875,1829.6821875,987.3053125,1100,0.0,1197.203125,1190.97921875,152.89005859375,1872.37265625,867.834765625,21:00:44
111,305.7801171875,1829.6821875,987.3053125,1110,0.0,1197.203125,1190.97921875,152.89005859375,1872.37265625,867.834765625,21:00:54
112,294.21126953125,1832.9125,978.265234375,1120,0.0,1197.203125,1190.97921875,152.89005859375,1872.37265625,867.834765625,21:01:04
113,268.77935546875,1840.01359375,958.39234375,1130,0.0,1197.203125,1190.97921875,152.89005859375,1872.37265625,867.834765625,21:01:14
114,243.265234375,1847.1378125,938.455234375,1140,0.0,1197.203125,1190.97921875,152.89005859375,1872.37265625,867.834765625,21:01:24
115,217.815859375,1854.24390625,918.56875,1150,0.0,1197.203125,1190.97921875,152.89005859375,1872.37265625,867.834765625,21:01:34
116,192.2992578125,1861.36875,898.6296875,1160,0.0,1197.203125,1190.97921875,152.89005859375,1872.37265625,867.834765625,21:01:44
117,166.79763671875,1868.489375,878.70234375,1170,0.0,1197.203125,1190.97921875,152.89005859375,1872.37265625,867.834765625,21:01:54
118,152.89005859375,1872.37265625,867.834765625,1180,0.0,1197.203125,1190.97921875,76.445029296875,1857.88546875,914.454609375,21:02:04
119,152.89005859375,1872.37265625,867.834765625,1190,0.0,1197.203125,1190.97921875,76.445029296875,1857.88546875,914.454609375,21:02:14
120,152.89005859375,1872.37265625,867.834765625,1200,0.0,1197.203125,1190.97921875,76.445029296875,1857.88546875,914.454609375,21:02:24
121,152.89005859375,1872.37265625,867.834765625,1210,0.0,1197.203125,1190.97921875,76.445029296875,1857.88546875,914.454609375,21:02:34
122,152.89005859375,1872.37265625,867.834765625,1220,0.0,1197.203125,1190.97921875,76.445029296875,1857.88546875,914.454609375,21:02:44
123,140.8409765625,1870.08921875,875.182890625,1230,0.0,1197.203125,1190.97921875,76.445029296875,1857.88546875,914.454609375,21:02:54
124,128.1150390625,1867.6775,882.94375,1240,0.0,1197.203125,1190.97921875,76.445029296875,1857.88546875,914.454609375,21:03:04
125,115.3866015625,1865.2653125,890.706171875,1250,0.0,1197.203125,1190.97921875,76.445029296875,1857.88546875,914.454609375,21:03:14
126,102.6146484375,1862.84484375,898.49515625,1260,0.0,1197.203125,1190.97921875,76.445029296875,1857.88546875,914.454609375,21:03:24
127,89.9086328125,1860.43703125,906.243828125,1270,0.0,1197.203125,1190.97921875,76.445029296875,1857.88546875,914.454609375,21:03:34
128,77.131689453125,1858.015625,914.035859375,1280,0.0,1197.203125,1190.97921875,76.445029296875,1857.88546875,914.454609375,21:03:44
129,76.445029296875,1857.88546875,914.454609375,1290,0.0,1197.203125,1190.97921875,38.2225146484375,1864.41953125,882.98828125,21:03:54
130,76.445029296875,1857.88546875,914.454609375,1300,0.0,1197.203125,1190.97921875,38.2225146484375,1864.41953125,882.98828125,21:04:04
