,ID,duration,health,number_alive,time,x,y
1549,42,162,0.0,75,18:58:57,3583.115,4199.4871875
1548,72,162,100.0,75,18:58:57,3660.6634375,2908.065
1546,25,162,100.0,75,18:58:57,6834.251875,440.217578125
1545,78,162,0.0,75,18:58:57,3594.9590625,4190.4584375
1547,44,162,100.0,75,18:58:57,2947.211875,3641.074375
1556,74,163,100.0,74,18:58:58,1880.0178125,3996.790625
1555,91,163,25.48000144958496,74,18:58:58,4161.4165625,5434.770625
1554,64,163,71.24311065673828,74,18:58:58,902.638984375,7244.558125
1551,97,163,67.234619140625,74,18:58:58,1921.63328125,3986.075
1552,57,163,27.51275634765625,74,18:58:58,3884.53,5233.471875
7678,8,163,0.0,75,18:58:58,4154.949375,5436.804375
1553,96,163,100.0,74,18:58:58,1885.16953125,2736.5775
1557,30,164,100.0,74,18:58:59,1991.25234375,4137.283125
1558,67,165,100.0,74,18:59:00,7051.460625,583.4227734375
1559,8,165,0.0,74,18:59:00,4154.29,5437.375
1560,62,165,100.0,74,18:59:00,873.99484375,7261.455
1567,63,165,100.0,74,18:59:00,3267.6909375,5254.424375
1562,61,165,100.0,74,18:59:00,2023.245625,2816.339375
1563,12,165,100.0,74,18:59:00,2033.5528125,2929.1790625
1564,18,165,100.0,74,18:59:00,3890.2959375,5972.075
1565,47,165,15.8884916305542,74,18:59:00,1929.78671875,3021.8746875
1566,38,165,100.0,74,18:59:00,3891.4490625,5967.334375
1568,10,165,100.0,74,18:59:00,3874.9634375,5945.28
1561,76,165,31.93901824951172,74,18:59:00,1910.32609375,2889.9165625
1569,70,166,100.0,74,18:59:01,1842.31703125,4107.535
1570,98,166,89.09809875488281,74,18:59:01,3642.6240625,4248.833125
1571,53,167,100.0,74,18:59:02,4723.531875,3180.3921875
1572,31,168,100.0,74,18:59:03,3191.549375,3416.56625
1574,93,168,100.0,74,18:59:03,3234.9340625,3501.7146875
1575,79,168,75.0,74,18:59:03,4371.8084375,2778.6246875
1577,48,168,100.0,74,18:59:03,3668.211875,4213.7646875
1573,83,168,100.0,74,18:59:03,3597.7928125,5436.653125
1576,52,168,53.610687255859375,74,18:59:03,4386.8278125,2784.905625
1585,11,169,100.0,74,18:59:04,1243.779765625,6970.21875
1587,92,169,100.0,74,18:59:04,6637.12125,2769.5328125
1578,13,169,87.71945190429688,74,18:59:04,4382.8015625,2774.80125
1579,81,169,100.0,74,18:59:04,2242.76015625,4245.4746875
1580,32,169,100.0,74,18:59:04,3257.39125,3514.90625
1581,89,169,51.04999923706055,74,18:59:04,3765.035625,4347.551875
1582,51,169,100.0,74,18:59:04,1765.9959375,2952.756875
1586,73,169,3.0105972290039062,74,18:59:04,3598.581875,4186.55625
1583,40,169,100.0,74,18:59:04,903.688046875,7304.86375
1584,6,169,100.0,74,18:59:04,3743.4246875,2945.0909375
1588,7,169,0.0,74,18:59:04,3599.381875,4186.58875
1589,15,169,100.0,74,18:59:04,6511.44625,1282.40796875
1590,75,169,100.0,74,18:59:04,3744.295,2992.5471875
1591,20,169,100.0,74,18:59:04,3765.8365625,4363.375
1603,54,170,100.0,74,18:59:05,887.239453125,7335.455625
1598,99,170,100.0,74,18:59:05,6712.10125,1135.4065625
1599,49,170,0.0,74,18:59:05,1912.7009375,3072.4075
1600,4,170,100.0,74,18:59:05,3995.294375,2801.60875
1601,9,170,100.0,74,18:59:05,3174.6115625,3603.3178125
1602,21,170,100.0,74,18:59:05,1828.62296875,3923.11875
1595,26,170,100.0,74,18:59:05,1769.81671875,2933.3571875
1604,19,170,100.0,74,18:59:05,6584.21875,1179.5278125
1605,69,170,0.0,74,18:59:05,3599.4075,4192.7190625
1606,68,170,100.0,74,18:59:05,6983.68375,351.0727734375
1608,29,170,100.0,74,18:59:05,2647.7271875,3454.570625
1597,45,170,100.0,74,18:59:05,6559.724375,2516.14671875
1609,24,170,100.0,74,18:59:05,4831.609375,2943.1365625
1610,94,170,100.0,74,18:59:05,6756.46375,587.2651953125
1611,56,170,100.0,74,18:59:05,6696.57875,399.0902734375
1594,86,170,100.0,74,18:59:05,3728.13625,2978.3575
1593,34,170,100.0,74,18:59:05,3811.8959375,2823.875625
1592,77,170,100.0,74,18:59:05,1983.92359375,4154.9578125
1612,65,170,85.95999908447266,74,18:59:05,858.73796875,7256.825625
1607,36,170,100.0,74,18:59:05,878.328203125,7249.80375
1596,82,170,100.0,74,18:59:05,6456.13875,2450.941875
1614,90,171,100.0,74,18:59:06,6678.76625,448.4280859375
1622,0,171,100.0,74,18:59:06,7140.64,535.193671875
1621,23,171,100.0,74,18:59:06,2304.4653125,3377.1275
1620,46,171,100.0,74,18:59:06,6694.04375,396.2512890625
1619,1,171,100.0,74,18:59:06,3663.6915625,2899.11375
1618,14,171,100.0,74,18:59:06,1509.1584375,6593.020625
1616,71,171,100.0,74,18:59:06,3680.000625,2894.095
1615,88,171,100.0,74,18:59:06,3736.80875,2841.445
1613,66,171,100.0,74,18:59:06,1740.68875,3057.31
1617,33,171,12.160001754760742,74,18:59:06,1940.47890625,3000.47
1627,41,172,100.0,74,18:59:07,1946.61390625,4062.7490625
1623,25,172,100.0,74,18:59:07,6875.1125,477.343203125
1624,44,172,100.0,74,18:59:07,2902.3296875,3678.471875
1625,72,172,100.0,74,18:59:07,3659.0978125,2901.6078125
1626,42,172,0.0,74,18:59:07,3583.115,4199.4871875
1628,97,173,67.234619140625,74,18:59:08,1925.19796875,3999.4278125
1629,57,173,27.51275634765625,74,18:59:08,3884.53,5233.471875
1630,96,173,100.0,74,18:59:08,1888.94296875,2720.7196875
1631,64,173,71.24311065673828,74,18:59:08,903.861953125,7244.30125
1632,91,173,25.48000144958496,74,18:59:08,4154.8275,5437.508125
1633,74,174,100.0,74,18:59:09,1925.2509375,4021.1721875
1634,30,174,100.0,74,18:59:09,1983.60015625,4126.84625
1642,38,175,100.0,74,18:59:10,3865.635625,5937.2775
1641,47,175,15.8884916305542,74,18:59:10,1959.0109375,2966.1659375
1639,12,175,100.0,74,18:59:10,1989.04703125,2929.9359375
1638,61,175,100.0,74,18:59:10,2023.858125,2834.8315625
1640,18,175,100.0,74,18:59:10,3883.0859375,5955.484375
1636,62,175,16.359996795654297,74,18:59:10,845.0296875,7267.9
1635,67,175,100.0,74,18:59:10,7060.289375,587.258984375
1643,63,175,100.0,74,18:59:10,3271.6028125,5256.5725
1637,76,175,31.93901824951172,74,18:59:10,1905.28375,2899.796875
1644,10,175,100.0,74,18:59:10,3820.191875,5917.05875
1645,70,176,100.0,74,18:59:11,1840.37796875,4085.360625
1646,98,176,89.09809875488281,74,18:59:11,3605.901875,4223.86875
1647,53,177,100.0,74,18:59:12,4750.4378125,3208.3221875
1649,83,178,100.0,74,18:59:13,3623.089375,5420.60375
1651,79,178,75.0,74,18:59:13,4370.91625,2773.138125
1652,52,178,53.610687255859375,73,18:59:13,4364.31875,2793.208125
1653,48,178,100.0,73,18:59:13,3664.0978125,4216.0415625
1650,93,178,100.0,74,18:59:13,3255.611875,3499.78
7679,62,178,0.0,74,18:59:13,843.317265625,7267.2625
1648,31,178,100.0,74,18:59:13,3189.9603125,3415.3178125
1664,92,179,100.0,73,18:59:14,6650.034375,2763.219375
1663,75,179,100.0,73,18:59:14,3731.831875,2981.655625
1662,20,179,100.0,73,18:59:14,3763.5890625,4349.439375
1661,40,179,100.0,73,18:59:14,887.485,7277.055
1666,7,179,10.0,73,18:59:14,3599.4390625,4191.9446875
1659,11,179,100.0,73,18:59:14,1244.242734375,6953.326875
1658,51,179,100.0,73,18:59:14,1729.12890625,2954.936875
1657,89,179,53.04999923706055,73,18:59:14,3760.731875,4342.043125
1656,32,179,100.0,73,18:59:14,3264.16,3494.1646875
1655,81,179,100.0,73,18:59:14,2216.9453125,4251.85875
1654,13,179,87.71945190429688,73,18:59:14,4374.7446875,2770.2071875
1667,15,179,100.0,73,18:59:14,6536.278125,1319.1515625
1665,73,179,3.0105972290039062,73,18:59:14,3595.3759375,4186.7040625
1660,6,179,100.0,73,18:59:14,3730.7846875,2981.2671875
1681,19,180,100.0,73,18:59:15,6541.7025,1176.256875
1671,86,180,100.0,73,18:59:15,3713.7671875,2990.435625
1688,65,180,34.47999572753906,73,18:59:15,844.12359375,7265.19875
1687,56,180,100.0,73,18:59:15,6692.396875,395.507109375
1686,94,180,100.0,73,18:59:15,6755.8325,592.00609375
1685,24,180,100.0,73,18:59:15,4891.5978125,2926.7459375
1684,29,180,100.0,73,18:59:15,2666.9128125,3456.719375
1683,68,180,100.0,73,18:59:15,6977.504375,373.3033984375
1680,54,180,100.0,73,18:59:15,888.69140625,7339.289375
1679,21,180,100.0,73,18:59:15,1818.92671875,3899.810625
1678,36,180,100.0,73,18:59:15,855.029765625,7257.55375
1682,69,180,0.0,73,18:59:15,3599.4075,4192.7190625
1676,4,180,100.0,73,18:59:15,3995.4678125,2822.0421875
1675,45,180,100.0,73,18:59:15,6562.59875,2529.08296875
1674,99,180,100.0,73,18:59:15,6719.96375,1134.223046875
1673,82,180,100.0,73,18:59:15,6444.56,2466.72171875
1672,49,180,0.0,73,18:59:15,1912.7009375,3072.4075
1670,26,180,100.0,73,18:59:15,1769.340625,2956.618125
1669,34,180,100.0,73,18:59:15,3799.8384375,2809.1190625
1668,77,180,100.0,73,18:59:15,1985.1359375,4154.2121875
1677,9,180,100.0,73,18:59:15,3167.6684375,3596.6715625
1694,14,181,100.0,73,18:59:16,1494.9640625,6607.87
1689,66,181,100.0,73,18:59:16,1729.2478125,3073.4515625
1690,90,181,100.0,73,18:59:16,6678.11375,428.918359375
1691,88,181,100.0,73,18:59:16,3725.631875,2847.9309375
1692,71,181,100.0,73,18:59:16,3674.7715625,2896.03
1693,33,181,0.0,73,18:59:16,1956.77890625,2973.28875
1695,1,181,100.0,73,18:59:16,3666.819375,2906.7575
1696,46,181,100.0,73,18:59:16,6704.673125,405.59109375
1698,0,181,100.0,73,18:59:16,7163.678125,507.7941015625
1697,23,181,100.0,73,18:59:16,2311.8909375,3366.0578125
1699,25,182,100.0,73,18:59:17,6895.364375,502.394296875
1701,72,182,100.0,73,18:59:17,3664.7265625,2891.0196875
1702,42,182,0.0,73,18:59:17,3583.115,4199.4871875
1703,41,182,100.0,73,18:59:17,1963.0875,4101.0440625
1700,44,182,100.0,73,18:59:17,2881.308125,3693.340625
1704,97,183,67.234619140625,73,18:59:18,1942.84671875,4018.650625
1705,96,183,100.0,73,18:59:18,1890.65671875,2713.989375
1706,57,183,27.51275634765625,73,18:59:18,3883.4278125,5232.5290625
1707,64,183,36.99089050292969,73,18:59:18,904.2146875,7251.26125
1708,91,183,25.48000144958496,73,18:59:18,4154.8078125,5437.883125
1709,74,184,100.0,73,18:59:19,1923.4559375,4025.403125
1710,30,184,100.0,73,18:59:19,1983.6259375,4126.7659375
1712,62,185,0.0,73,18:59:20,843.3671875,7268.82125
1713,76,185,31.93901824951172,73,18:59:20,1913.31703125,2902.095625
1714,61,185,100.0,73,18:59:20,1969.9228125,2847.3846875
1715,12,185,100.0,73,18:59:20,1975.54,2928.60375
1716,18,185,100.0,73,18:59:20,3842.04,5919.764375
1717,47,185,15.8884916305542,73,18:59:20,1982.5703125,2924.10625
1718,38,185,100.0,73,18:59:20,3820.09625,5907.538125
1719,63,185,100.0,73,18:59:20,3268.2753125,5269.375
1720,10,185,100.0,73,18:59:20,3762.02625,5891.934375
1711,67,185,100.0,73,18:59:20,7060.7825,560.1471875
1721,70,186,100.0,73,18:59:21,1845.700625,4080.671875
1722,98,186,65.6980972290039,73,18:59:21,3592.5815625,4182.3165625
1723,53,187,100.0,73,18:59:22,4741.990625,3190.946875
1724,31,188,100.0,73,18:59:23,3220.128125,3438.12
1725,83,188,100.0,73,18:59:23,3578.7040625,5452.670625
1727,79,188,75.0,73,18:59:23,4376.4684375,2781.8590625
1728,52,188,53.610687255859375,73,18:59:23,4380.5534375,2802.4365625
1729,48,188,100.0,73,18:59:23,3664.3128125,4214.1171875
1726,93,188,100.0,73,18:59:23,3263.5915625,3492.570625
1730,13,189,87.71945190429688,73,18:59:24,4356.08375,2793.00125
1731,81,189,100.0,73,18:59:24,2170.72390625,4214.31875
1732,32,189,100.0,73,18:59:24,3257.684375,3496.8246875
1733,89,189,73.05000305175781,73,18:59:24,3760.2990625,4338.2890625
1734,51,189,100.0,73,18:59:24,1735.60703125,2934.6246875
1735,15,189,100.0,73,18:59:24,6542.328125,1338.3196875
1736,11,189,100.0,73,18:59:24,1270.752109375,6957.180625
1737,40,189,100.0,73,18:59:24,887.150078125,7262.93875
1739,20,189,100.0,73,18:59:24,3759.4146875,4335.1059375
1740,6,189,100.0,73,18:59:24,3717.6,3014.5290625
1741,73,189,3.0105972290039062,73,18:59:24,3613.350625,4183.734375
1742,75,189,100.0,73,18:59:24,3724.069375,2983.0928125
1743,92,189,100.0,73,18:59:24,6634.516875,2782.6303125
1744,77,189,100.0,73,18:59:24,1973.8421875,4150.161875
1738,7,189,10.0,73,18:59:24,3598.0528125,4187.4528125
1751,99,190,100.0,73,18:59:25,6728.473125,1137.509375
1745,34,190,100.0,73,18:59:25,3765.7584375,2799.8903125
1750,82,190,100.0,73,18:59:25,6430.94375,2448.933125
1746,86,190,100.0,73,18:59:25,3712.3578125,2973.47125
1747,26,190,100.0,73,18:59:25,1764.59578125,2961.296875
1748,45,190,100.0,73,18:59:25,6563.958125,2556.3159375
1749,49,190,0.0,73,18:59:25,1912.7009375,3072.4075
1752,4,190,100.0,73,18:59:25,3951.240625,2827.6221875
1764,65,190,34.47999572753906,73,18:59:25,844.27546875,7268.2525
1758,19,190,100.0,73,18:59:25,6547.923125,1186.462265625
1759,54,190,100.0,73,18:59:25,894.837890625,7340.19125
1760,29,190,100.0,73,18:59:25,2656.689375,3477.41625
1761,24,190,100.0,73,18:59:25,4913.0778125,2896.0803125
1762,94,190,100.0,73,18:59:25,6749.24125,574.9820703125
1763,56,190,100.0,73,18:59:25,6742.36375,421.2052734375
1755,21,190,100.0,73,18:59:25,1820.12640625,3898.0090625
1757,36,190,100.0,73,18:59:25,857.418984375,7258.41875
1756,69,190,0.0,73,18:59:25,3599.4075,4192.7190625
1754,68,190,100.0,73,18:59:25,6959.724375,377.28578125
1753,9,190,100.0,73,18:59:25,3157.2059375,3557.6803125
1769,33,191,0.0,73,18:59:26,1956.77890625,2973.28875
1766,90,191,100.0,73,18:59:26,6673.93,417.115078125
1765,66,191,100.0,73,18:59:26,1729.9246875,3071.08
1770,14,191,100.0,73,18:59:26,1502.9303125,6596.0575
1771,1,191,100.0,73,18:59:26,3666.4878125,2909.9765625
1772,46,191,100.0,73,18:59:26,6675.98375,369.2559765625
1773,23,191,100.0,73,18:59:26,2320.30109375,3339.7484375
1774,0,191,100.0,73,18:59:26,7184.908125,544.05640625
1768,71,191,100.0,73,18:59:26,3681.180625,2902.1703125
1767,88,191,100.0,73,18:59:26,3730.8784375,2857.9340625
1777,72,192,100.0,73,18:59:27,3662.15,2890.8790625
1775,25,192,100.0,73,18:59:27,6937.03375,490.8737890625
1776,44,192,100.0,73,18:59:27,2886.6871875,3709.271875
1778,41,192,100.0,73,18:59:27,1951.59015625,4112.023125
7680,98,193,0.0,73,18:59:28,3594.5446875,4177.00875
1784,74,193,100.0,72,18:59:28,1944.03734375,4023.3375
1779,97,193,67.234619140625,73,18:59:28,1941.3371875,4053.1871875
1780,96,193,100.0,73,18:59:28,1871.7209375,2714.1865625
1781,57,193,27.51275634765625,73,18:59:28,3872.8721875,5199.375625
1782,64,193,0.0,72,18:59:28,904.86265625,7251.405625
1783,91,193,25.48000144958496,72,18:59:28,4196.4615625,5437.484375
1785,30,194,100.0,72,18:59:29,1982.16328125,4158.364375
1787,76,195,31.93901824951172,72,18:59:30,1911.94453125,2895.411875
1786,67,195,100.0,72,18:59:30,7039.716875,557.453984375
1794,10,195,100.0,72,18:59:30,3704.21625,5873.915625
1788,61,195,100.0,72,18:59:30,1946.11140625,2845.7690625
1789,12,195,100.0,72,18:59:30,1923.65671875,2944.0609375
1790,18,195,100.0,72,18:59:30,3786.41625,5898.230625
1791,47,195,15.8884916305542,72,18:59:30,1959.005,2866.814375
1792,38,195,100.0,72,18:59:30,3779.5046875,5893.804375
1793,63,195,100.0,72,18:59:30,3310.033125,5291.378125
1795,70,196,100.0,72,18:59:31,1848.3109375,4082.755
1796,53,197,100.0,72,18:59:32,4754.18375,3146.193125
1798,83,198,100.0,72,18:59:33,3527.6528125,5461.21875
1799,93,198,100.0,72,18:59:33,3259.4875,3469.011875
1800,79,198,75.0,72,18:59:33,4383.094375,2810.170625
1801,52,198,53.610687255859375,72,18:59:33,4407.435,2808.349375
1802,48,198,100.0,72,18:59:33,3669.4271875,4218.123125
1797,31,198,100.0,72,18:59:33,3225.316875,3458.761875
1807,51,199,100.0,72,18:59:34,1732.074375,2930.1684375
1809,92,199,100.0,72,18:59:34,6644.374375,2797.2721875
1810,11,199,100.0,72,18:59:34,1243.182109375,6969.206875
1811,15,199,100.0,72,18:59:34,6546.065625,1334.429375
1812,73,199,3.0105972290039062,72,18:59:34,3610.9959375,4179.5059375
1813,6,199,100.0,72,18:59:34,3719.2021875,3028.0596875
1816,7,199,10.0,72,18:59:34,3600.1721875,4190.41
1815,20,199,100.0,72,18:59:34,3762.080625,4335.37375
1806,89,199,77.0,72,18:59:34,3754.67625,4331.6321875
1805,32,199,100.0,72,18:59:34,3250.5234375,3473.4359375
1804,81,199,100.0,72,18:59:34,2167.85,4196.745625
1803,13,199,87.71945190429688,72,18:59:34,4346.3284375,2785.064375
1814,40,199,77.94999694824219,72,18:59:34,858.06265625,7253.23875
1808,75,199,100.0,72,18:59:34,3729.4040625,2974.2265625
1836,56,200,100.0,72,18:59:35,6754.451875,420.8541796875
1829,19,200,100.0,72,18:59:35,6555.080625,1227.001484375
1835,94,200,100.0,72,18:59:35,6746.228125,589.1691796875
1834,24,200,100.0,72,18:59:35,4915.5678125,2887.3590625
1833,29,200,100.0,72,18:59:35,2657.9896875,3481.9603125
1832,21,200,100.0,72,18:59:35,1772.2509375,3897.8484375
1831,69,200,0.0,72,18:59:35,3599.4075,4192.7190625
1830,36,200,0.0,72,18:59:35,861.88375,7256.749375
1828,68,200,100.0,72,18:59:35,6972.02625,380.2069921875
1827,54,200,100.0,72,18:59:35,890.2025,7333.368125
1826,9,200,100.0,72,18:59:35,3163.7453125,3503.6390625
1837,65,200,34.47999572753906,72,18:59:35,850.051171875,7263.50625
1825,4,200,100.0,72,18:59:35,3928.0590625,2807.2221875
1823,82,200,100.0,72,18:59:35,6439.781875,2443.63234375
1822,99,200,100.0,72,18:59:35,6731.654375,1138.75015625
1821,45,200,100.0,72,18:59:35,6563.1375,2580.8921875
1820,86,200,100.0,72,18:59:35,3712.1175,2978.12875
1819,26,200,100.0,72,18:59:35,1742.71140625,2961.7553125
1818,34,200,100.0,72,18:59:35,3770.96625,2770.565625
1817,77,200,100.0,72,18:59:35,1976.2478125,4151.9378125
1824,49,200,0.0,72,18:59:35,1912.7009375,3072.4075
1841,71,201,100.0,71,18:59:36,3664.6378125,2886.7175
1842,33,201,0.0,71,18:59:36,1956.77890625,2973.28875
7681,36,201,0.0,72,18:59:36,861.72359375,7257.3925
1840,88,201,100.0,71,18:59:36,3744.7490625,2856.5778125
1846,23,201,100.0,71,18:59:36,2340.25515625,3330.305625
1838,66,201,100.0,72,18:59:36,1718.0784375,3069.5340625
1843,14,201,100.0,71,18:59:36,1498.751875,6556.95875
1844,1,201,100.0,71,18:59:36,3667.750625,2901.043125
1847,0,201,100.0,71,18:59:36,7188.98875,574.1395703125
1839,90,201,100.0,71,18:59:36,6687.605625,384.6712890625
1845,46,201,100.0,71,18:59:36,6665.2325,315.07439453125
1850,72,202,100.0,71,18:59:37,3662.15,2890.8790625
1849,44,202,100.0,71,18:59:37,2889.924375,3713.585625
1851,41,202,100.0,71,18:59:37,1943.40296875,4119.3984375
1848,25,202,100.0,71,18:59:37,6959.87875,477.7484765625
1854,96,203,100.0,71,18:59:38,1853.76390625,2726.9896875
1856,91,203,25.48000144958496,71,18:59:38,4207.065,5443.97625
1855,64,203,0.0,71,18:59:38,904.86265625,7251.405625
1853,57,203,27.51275634765625,71,18:59:38,3990.29625,5233.228125
1852,97,203,67.234619140625,71,18:59:38,1969.090625,4084.5015625
1858,30,204,100.0,71,18:59:39,1969.65890625,4148.7090625
1857,74,204,100.0,71,18:59:39,1959.0796875,4049.2028125
1867,10,205,100.0,71,18:59:40,3726.37375,5873.07875
1866,63,205,100.0,71,18:59:40,3296.7228125,5277.474375
1865,38,205,100.0,71,18:59:40,3736.774375,5881.98125
1864,47,205,15.8884916305542,71,18:59:40,1942.878125,2838.2184375
1863,18,205,100.0,71,18:59:40,3734.2640625,5877.02
1862,12,205,100.0,71,18:59:40,1870.68421875,2953.095
1860,76,205,75.0,71,18:59:40,1910.064375,2892.7003125
1859,67,205,100.0,71,18:59:40,7008.895,585.740390625
1861,61,205,100.0,71,18:59:40,1931.84296875,2851.279375
1868,70,206,100.0,71,18:59:41,1842.2828125,4085.75625
1869,53,207,100.0,71,18:59:42,4714.8978125,3110.1821875
1875,48,208,100.0,71,18:59:43,3675.3559375,4238.83625
1870,31,208,100.0,71,18:59:43,3189.76375,3491.2890625
1871,83,208,100.0,71,18:59:43,3503.6990625,5447.6225
1872,93,208,100.0,71,18:59:43,3210.7734375,3455.9971875
1873,79,208,75.0,71,18:59:43,4372.51625,2811.611875
1874,52,208,53.610687255859375,71,18:59:43,4377.9103125,2811.024375
1876,13,209,87.71945190429688,71,18:59:44,4346.2359375,2811.6496875
1877,81,209,100.0,71,18:59:44,2148.2053125,4201.7434375
1878,32,209,100.0,71,18:59:44,3222.830625,3455.033125
1879,89,209,79.0,71,18:59:44,3744.7646875,4332.3246875
1880,51,209,100.0,71,18:59:44,1736.92515625,2934.405625
1881,75,209,100.0,71,18:59:44,3713.855,2974.835625
1882,92,209,100.0,71,18:59:44,6649.136875,2814.5265625
1883,7,209,10.0,71,18:59:44,3602.72,4189.25125
1884,11,209,100.0,71,18:59:44,1281.197109375,6987.369375
1885,20,209,100.0,71,18:59:44,3763.1803125,4286.20625
1886,73,209,7.010597229003906,71,18:59:44,3596.601875,4179.2075
1887,15,209,100.0,71,18:59:44,6545.2825,1332.96140625
1888,40,209,77.94999694824219,71,18:59:44,865.838515625,7254.82625
1889,6,209,100.0,71,18:59:44,3718.0621875,3016.185
1890,77,209,28.949996948242188,71,18:59:44,1986.24578125,4154.121875
1906,24,210,100.0,71,18:59:45,4912.6446875,2892.2384375
1891,34,210,100.0,71,18:59:45,3768.650625,2788.354375
1907,94,210,100.0,71,18:59:45,6743.769375,575.20796875
1892,26,210,100.0,71,18:59:45,1739.39890625,2956.941875
1894,45,210,100.0,71,18:59:45,6513.194375,2590.54375
1895,49,210,0.0,71,18:59:45,1912.7009375,3072.4075
1896,82,210,100.0,71,18:59:45,6420.296875,2466.86546875
1897,99,210,100.0,71,18:59:45,6748.118125,1156.502109375
1898,4,210,100.0,71,18:59:45,3927.151875,2810.4046875
1899,9,210,100.0,71,18:59:45,3147.8953125,3504.2659375
1900,68,210,100.0,71,18:59:45,6972.776875,374.95859375
1901,54,210,100.0,71,18:59:45,886.987265625,7347.683125
1902,21,210,100.0,71,18:59:45,1847.30890625,3833.0584375
1903,19,210,100.0,71,18:59:45,6565.1475,1222.127265625
1904,36,210,0.0,71,18:59:45,861.3315625,7256.87875
1905,29,210,100.0,71,18:59:45,2655.8915625,3482.106875
1909,65,210,34.47999572753906,71,18:59:45,862.174453125,7257.440625
1893,86,210,100.0,71,18:59:45,3718.4859375,2981.2828125
1908,56,210,100.0,71,18:59:45,6747.6925,434.80890625
1911,90,211,100.0,71,18:59:46,6664.291875,362.4973046875
1918,23,211,100.0,71,18:59:46,2337.52921875,3331.93625
1910,66,211,100.0,71,18:59:46,1725.0,3056.460625
1912,88,211,100.0,71,18:59:46,3735.4284375,2885.1246875
1913,71,211,100.0,71,18:59:46,3677.893125,2885.421875
1914,33,211,0.0,71,18:59:46,1956.77890625,2973.28875
1915,14,211,100.0,71,18:59:46,1494.52828125,6558.998125
1916,1,211,100.0,71,18:59:46,3679.5590625,2907.9075
1917,46,211,100.0,71,18:59:46,6647.193125,286.99109375
1919,0,211,100.0,71,18:59:46,7192.325625,623.823984375
1920,25,212,100.0,71,18:59:47,6984.244375,491.7348046875
1921,44,212,100.0,71,18:59:47,2890.885625,3727.585625
1922,72,212,100.0,71,18:59:47,3673.580625,2898.968125
1923,41,212,85.97305297851562,71,18:59:47,1941.8375,4125.8778125
1924,97,213,67.234619140625,71,18:59:48,1976.1515625,4116.6865625
1928,91,213,27.48000144958496,71,18:59:48,4210.4590625,5442.6225
1925,57,213,27.51275634765625,71,18:59:48,4119.26375,5295.7275
1926,96,213,100.0,71,18:59:48,1829.33859375,2715.761875
1927,64,213,0.0,71,18:59:48,905.69765625,7248.275625
1930,30,214,100.0,71,18:59:49,1979.1453125,4142.5578125
1929,74,214,100.0,71,18:59:49,1955.3475,4088.109375
1939,10,215,100.0,71,18:59:50,3808.53875,5916.723125
1937,38,215,100.0,71,18:59:50,3806.8703125,5916.81375
1936,47,215,31.888492584228516,71,18:59:50,1942.878125,2838.2184375
1935,18,215,100.0,71,18:59:50,3801.0203125,5914.1475
1938,63,215,100.0,71,18:59:50,3297.384375,5281.8225
1933,76,215,75.0,71,18:59:50,1914.53859375,2890.2034375
1932,61,215,100.0,71,18:59:50,1926.02453125,2825.3884375
1931,67,215,100.0,71,18:59:50,6961.31,619.5245703125
1934,12,215,100.0,71,18:59:50,1874.5946875,2955.8021875
1940,70,216,100.0,71,18:59:51,1839.92390625,4080.7275
1941,53,217,100.0,71,18:59:52,4670.141875,3148.839375
1947,48,218,100.0,71,18:59:53,3673.485,4245.0815625
1946,52,218,53.610687255859375,71,18:59:53,4342.3990625,2792.811875
1945,79,218,75.0,71,18:59:53,4354.6228125,2806.6871875
1944,93,218,100.0,71,18:59:53,3189.1271875,3455.9734375
1943,83,218,100.0,71,18:59:53,3485.6834375,5421.23625
1942,31,218,100.0,71,18:59:53,3198.071875,3522.390625
1959,11,219,100.0,71,18:59:54,1314.1253125,7016.835
1962,77,219,28.949996948242188,71,18:59:54,1984.7659375,4158.073125
1950,32,219,100.0,71,18:59:54,3187.6390625,3416.26625
1951,89,219,81.0,71,18:59:54,3726.044375,4335.6128125
1952,51,219,100.0,71,18:59:54,1772.56453125,2946.066875
1953,6,219,100.0,71,18:59:54,3714.6059375,3016.9246875
1954,7,219,10.0,71,18:59:54,3601.399375,4190.399375
1955,92,219,100.0,71,18:59:54,6644.10875,2821.4415625
1956,40,219,77.94999694824219,71,18:59:54,878.71609375,7225.578125
1957,75,219,100.0,71,18:59:54,3710.8790625,2973.65
1958,20,219,100.0,71,18:59:54,3753.9771875,4282.8546875
1960,15,219,100.0,71,18:59:54,6530.91625,1341.18484375
1961,73,219,9.010597229003906,71,18:59:54,3595.080625,4177.6034375
1949,81,219,100.0,71,18:59:54,2089.80171875,4197.2290625
1948,13,219,87.71945190429688,71,18:59:54,4357.265625,2807.1221875
1964,86,220,100.0,71,18:59:55,3734.2915625,2985.9465625
1965,26,220,100.0,71,18:59:55,1731.59234375,2941.3775
1966,82,220,100.0,71,18:59:55,6450.824375,2490.55953125
1967,45,220,100.0,71,18:59:55,6476.511875,2595.0
1968,99,220,100.0,71,18:59:55,6726.49125,1189.375
1969,4,220,100.0,71,18:59:55,3930.881875,2811.41
1970,9,220,100.0,71,18:59:55,3147.180625,3480.1703125
1971,54,220,100.0,71,18:59:55,906.7921875,7338.684375
1972,68,220,100.0,71,18:59:55,6976.78125,374.6475
1973,19,220,100.0,71,18:59:55,6545.51625,1222.580859375
