,match,matchName,x,y
0,1,Erangel_Main,0.0,0.0
1,1,Erangel_Main,4365.55875,3381.0559375
2,1,Erangel_Main,5599.195,2415.79109375
3,1,Erangel_Main,3647.513125,4077.821875
4,1,Erangel_Main,4456.5965625,3348.9990625
5,1,Erangel_Main,1710.5928125,6017.946875
6,1,Erangel_Main,1705.348125,6043.921875
7,1,Erangel_Main,3624.4146875,4132.31125
8,1,Erangel_Main,3666.8890625,4070.4940625
9,1,Erangel_Main,1709.64234375,6050.391875
10,1,Erangel_Main,3651.415,4113.7334375
11,1,Erangel_Main,3663.184375,4104.1878125
12,1,Erangel_Main,1479.9221875,5943.864375
13,1,Erangel_Main,3661.070625,4104.0928125
14,1,Erangel_Main,3729.111875,4010.735
15,1,Erangel_Main,3657.26625,4101.010625
16,1,Erangel_Main,3673.010625,4104.8915625
17,1,Erangel_Main,3667.80875,4104.3759375
18,1,Erangel_Main,3654.020625,4100.6834375
19,1,Erangel_Main,3661.6578125,4105.0034375
20,1,Erangel_Main,6241.99125,3718.03
21,1,Erangel_Main,4366.9115625,3334.34
22,1,Erangel_Main,0.0,0.0
23,1,Erangel_Main,1537.5996875,6015.30125
24,1,Erangel_Main,1578.6559375,6025.03875
25,1,Erangel_Main,1532.92203125,6019.29375
26,1,Erangel_Main,7134.27875,4558.8421875
27,1,Erangel_Main,7153.286875,4606.7128125
28,1,Erangel_Main,7138.95,4681.9259375
29,1,Erangel_Main,3651.0428125,4108.4221875
30,1,Erangel_Main,3656.0846875,4101.065
31,1,Erangel_Main,3649.420625,4094.8484375
32,1,Erangel_Main,3647.0334375,4104.98
33,1,Erangel_Main,3647.67125,4104.3934375
34,1,Erangel_Main,5106.8559375,4980.70625
35,1,Erangel_Main,5140.50625,5029.5634375
36,1,Erangel_Main,5386.175625,3059.4615625
37,1,Erangel_Main,5137.1684375,5037.0965625
38,1,Erangel_Main,5143.62125,5040.9334375
39,1,Erangel_Main,5146.79,5031.364375
40,1,Erangel_Main,5517.325625,3008.0975
41,1,Erangel_Main,6722.16625,4496.013125
42,1,Erangel_Main,6712.4925,4488.03
43,1,Erangel_Main,5531.58,5019.1609375
44,1,Erangel_Main,0.0,0.0
45,1,Erangel_Main,5570.629375,5055.6390625
46,1,Erangel_Main,5078.7675,4978.83
47,1,Erangel_Main,5546.9825,5035.5146875
48,1,Erangel_Main,5554.855625,5042.6678125
49,1,Erangel_Main,5560.064375,5038.859375
50,1,Erangel_Main,4586.050625,3777.92625
51,1,Erangel_Main,5078.515,5004.281875
52,1,Erangel_Main,5823.570625,3381.67625
53,1,Erangel_Main,5061.493125,4991.854375
54,1,Erangel_Main,5844.061875,3378.934375
55,1,Erangel_Main,5830.43625,3361.77125
56,1,Erangel_Main,5830.77875,3357.92
57,1,Erangel_Main,5063.9684375,4983.6478125
58,1,Erangel_Main,4632.945,3658.390625
59,1,Erangel_Main,4534.2971875,3672.1540625
60,1,Erangel_Main,4533.1471875,3673.9534375
61,1,Erangel_Main,5832.07625,3352.0175
62,1,Erangel_Main,5838.290625,3369.8228125
63,1,Erangel_Main,0.0,0.0
64,1,Erangel_Main,6305.01875,5068.86875
65,1,Erangel_Main,6322.63375,5077.784375
66,1,Erangel_Main,6304.92875,5077.630625
67,1,Erangel_Main,6306.82,5075.291875
68,1,Erangel_Main,5418.053125,4551.3890625
69,1,Erangel_Main,6205.689375,4783.26625
70,1,Erangel_Main,5652.975,4678.443125
71,1,Erangel_Main,5658.36375,4656.83625
72,1,Erangel_Main,6346.301875,4589.4484375
73,1,Erangel_Main,6331.993125,4588.1990625
74,1,Erangel_Main,6209.54,4586.6515625
75,1,Erangel_Main,6231.300625,4581.650625
76,1,Erangel_Main,6205.65625,4586.1071875
77,1,Erangel_Main,6136.011875,4671.00375
78,1,Erangel_Main,6183.685625,4626.5134375
79,1,Erangel_Main,6157.96125,4914.841875
80,1,Erangel_Main,6158.006875,4905.8028125
81,1,Erangel_Main,6206.994375,4705.1115625
82,1,Erangel_Main,6286.608125,4847.2275
83,1,Erangel_Main,6322.09875,4863.0884375
84,1,Erangel_Main,6312.138125,4863.381875
85,1,Erangel_Main,6281.5625,4872.835
86,1,Erangel_Main,6263.940625,4829.79375
87,1,Erangel_Main,6252.681875,4810.1728125
88,1,Erangel_Main,6206.130625,4799.0721875
89,1,Erangel_Main,6204.73125,4812.4203125
90,1,Erangel_Main,6208.484375,4813.8134375
91,2,Erangel_Main,4323.8075,6366.464375
92,2,Erangel_Main,4329.1859375,6368.8
93,2,Erangel_Main,4685.1475,6410.700625
94,2,Erangel_Main,3739.215,4009.2790625
95,2,Erangel_Main,4416.924375,6416.101875
96,2,Erangel_Main,4630.2878125,6494.530625
97,2,Erangel_Main,3733.993125,4026.83875
98,2,Erangel_Main,3733.3646875,4020.931875
99,2,Erangel_Main,3737.7321875,4026.0615625
100,2,Erangel_Main,4635.50875,6412.1575
101,2,Erangel_Main,4479.413125,6296.333125
102,2,Erangel_Main,3739.4978125,4036.581875
103,2,Erangel_Main,3734.525,4039.9484375
104,2,Erangel_Main,3764.75875,1334.851875
105,2,Erangel_Main,4669.834375,6401.775625
106,2,Erangel_Main,3770.29625,1362.631875
107,2,Erangel_Main,3897.283125,1347.82171875
108,2,Erangel_Main,1377.9009375,1217.489453125
109,2,Erangel_Main,3924.18625,2871.2534375
110,2,Erangel_Main,3921.7975,2876.6540625
111,2,Erangel_Main,3941.2821875,2901.15375
112,2,Erangel_Main,4375.7903125,6232.635
113,2,Erangel_Main,3731.054375,4004.6490625
114,2,Erangel_Main,3738.8078125,4003.8190625
115,2,Erangel_Main,4469.1959375,6299.913125
116,2,Erangel_Main,4462.253125,6294.910625
117,2,Erangel_Main,4464.140625,6291.91
118,2,Erangel_Main,3939.9328125,2871.5240625
119,2,Erangel_Main,3084.623125,3166.679375
120,2,Erangel_Main,4453.4434375,6261.07875
121,2,Erangel_Main,4935.693125,2822.53625
122,2,Erangel_Main,4133.1834375,2950.7503125
123,2,Erangel_Main,3741.335,1281.625859375
124,2,Erangel_Main,3748.024375,1284.396796875
125,2,Erangel_Main,4130.44625,2954.70625
126,2,Erangel_Main,4123.8421875,2947.7578125
127,2,Erangel_Main,4129.1321875,2946.8384375
128,2,Erangel_Main,4131.8890625,2952.2771875
129,2,Erangel_Main,4505.49625,6301.72125
130,2,Erangel_Main,4512.26,6302.67875
131,2,Erangel_Main,4502.7275,6303.074375
132,2,Erangel_Main,4504.2834375,6298.2525
