,match,x,y
153,2.0,3372.4471875,2127.0909375
154,2.0,3352.17875,2094.74859375
155,2.0,1999.98453125,1329.58265625
156,2.0,0.0,0.0
157,2.0,2148.3028125,2696.969375
158,2.0,2006.0721875,2640.569375
159,2.0,2112.59171875,2646.0971875
160,2.0,2720.855,2002.8921875
161,2.0,2720.61875,2063.158125
162,2.0,2720.20375,2007.37359375
163,2.0,2721.75125,2010.60203125
164,2.0,2713.2253125,2060.399375
165,2.0,2020.815,2648.1490625
166,2.0,2014.53359375,2650.2184375
167,2.0,2012.93296875,2631.214375
168,2.0,2020.15734375,2647.384375
169,2.0,2071.05203125,2597.37171875
170,2.0,2073.92015625,2587.02921875
171,2.0,2023.12171875,2222.25234375
172,2.0,2408.4053125,1958.19328125
173,2.0,2245.74796875,2041.918125
174,2.0,2042.64171875,2166.031875
175,2.0,2059.563125,2126.905625
176,2.0,2266.97390625,2015.9559375
177,2.0,2052.21390625,2032.4071875
178,2.0,2169.15453125,1965.76453125
179,2.0,2067.1953125,2028.52078125
180,2.0,2153.2053125,2002.50796875
181,3.0,3444.475625,1550.43609375
182,3.0,2478.17171875,1455.45609375
183,3.0,2370.28671875,749.573359375
184,3.0,3453.69625,1548.5240625
185,3.0,2316.03234375,715.163984375
186,3.0,1938.10953125,1954.365625
187,3.0,1956.19703125,1943.030625
188,3.0,1951.74328125,1942.0365625
189,3.0,1219.360859375,2611.50453125
190,3.0,1961.2165625,1894.13828125
191,3.0,0.0,0.0
192,3.0,1955.180625,1979.5559375
193,3.0,1961.0253125,1892.1059375
194,3.0,2493.459375,1454.42984375
195,3.0,2498.25109375,1456.190625
196,3.0,2486.79671875,1457.48640625
197,3.0,3526.570625,2211.43734375
198,3.0,3458.4846875,2231.1353125
199,3.0,1963.23953125,1943.74453125
200,3.0,1969.3015625,1943.3921875
201,3.0,3489.296875,1552.1325
202,3.0,3458.5284375,2229.0071875
203,3.0,2303.7709375,731.794921875
204,3.0,2373.8325,677.364921875
205,3.0,2391.91609375,684.204609375
206,3.0,1940.30671875,1938.8
207,3.0,2512.42328125,1327.9828125
208,3.0,2558.05875,1410.7171875
209,3.0,2524.39859375,1338.5203125
210,3.0,2531.11890625,1332.83640625
211,3.0,1226.23328125,2644.050625
212,3.0,3462.1478125,2225.325
213,3.0,2485.06890625,1459.70875
214,3.0,2493.216875,1461.09671875
215,3.0,3449.19875,1556.20078125
216,3.0,1941.80359375,1937.8059375
217,3.0,1198.46109375,2603.5859375
218,3.0,1954.06890625,1883.9775
219,3.0,1278.5434375,2600.848125
220,3.0,1940.64734375,1939.4853125
221,3.0,1938.5928125,1903.23890625
222,3.0,3449.9778125,1555.94046875
223,3.0,3467.810625,1545.63609375
224,3.0,3453.3221875,1550.43171875
225,3.0,0.0,0.0
226,3.0,2319.75171875,716.072109375
227,3.0,1961.2065625,1944.0175
228,3.0,1966.388125,1943.95703125
229,3.0,2326.0065625,715.171484375
230,3.0,2335.7803125,715.2053125
231,3.0,2337.121875,717.558984375
232,3.0,3379.8771875,2226.69859375
233,3.0,974.1265625,2589.15171875
234,3.0,3308.40125,2311.91453125
235,3.0,950.966796875,2565.50375
236,3.0,905.332890625,2599.458125
237,3.0,3329.1040625,2312.94296875
238,3.0,2548.798125,1360.7815625
239,3.0,2552.87890625,1354.58453125
240,3.0,3350.2303125,2280.5028125
241,3.0,3356.019375,2195.20296875
242,3.0,3237.054375,2199.5109375
243,3.0,1954.80734375,2027.19171875
244,3.0,3165.4003125,2236.34671875
245,3.0,3200.7521875,2240.11453125
246,3.0,3195.7621875,2217.77390625
247,3.0,2074.490625,1842.67671875
248,3.0,0.0,0.0
249,3.0,1687.8653125,2232.83171875
250,3.0,1742.3234375,2252.06328125
251,3.0,1730.6728125,2266.380625
252,3.0,3262.6071875,2236.9971875
253,3.0,1724.5653125,2111.96671875
254,3.0,3289.6409375,2186.9275
255,3.0,2011.729375,2255.643125
256,3.0,2011.6003125,2255.04875
257,3.0,0.0,0.0
258,3.0,3190.7753125,1971.9503125
259,3.0,3188.25,1930.0059375
260,3.0,3217.225,1951.308125
261,3.0,3425.8659375,2168.9815625
262,3.0,3140.15125,1925.72875
263,3.0,3135.674375,1926.985
264,3.0,3132.7253125,1954.3059375
265,3.0,3160.2840625,1962.4509375
266,3.0,3055.6578125,2194.5378125
267,3.0,3057.133125,2200.534375
268,3.0,3070.34125,2169.14296875
269,3.0,3102.03,2140.458125
270,3.0,3137.2728125,2179.8396875
271,3.0,3118.749375,2177.70578125
272,3.0,3290.1328125,2181.2778125
273,3.0,3282.045,2170.44171875
274,3.0,3284.9775,2136.8909375
275,3.0,3272.296875,2162.7821875
276,4.0,1971.654375,1766.56953125
277,4.0,3448.7434375,2190.1896875
278,4.0,2523.5925,1321.85859375
279,4.0,1960.563125,1767.15875
280,4.0,1982.14078125,1752.923125
281,4.0,1930.84921875,1946.4125
282,4.0,3363.150625,2865.6603125
283,4.0,3368.4878125,2848.241875
284,4.0,3373.5428125,2851.85
285,4.0,3364.26625,2847.56125
286,4.0,1924.9846875,1956.643125
287,4.0,3455.39,2218.47671875
288,4.0,3546.34875,2358.599375
289,4.0,1253.8884375,1807.68296875
290,4.0,1131.934453125,2562.751875
291,4.0,1231.323046875,2559.31375
292,4.0,3181.44375,3499.895
293,4.0,3390.7521875,2920.2746875
294,4.0,2442.166875,1372.53109375
295,4.0,3248.086875,2360.8771875
296,4.0,1198.19265625,2561.59328125
297,4.0,3400.036875,2853.3321875
298,4.0,1967.82703125,1941.30859375
299,4.0,3241.114375,2351.54875
300,4.0,2435.05453125,1333.1153125
301,4.0,2468.28109375,1366.53390625
302,4.0,2468.35375,1368.28515625
303,4.0,3243.358125,2353.10015625
304,4.0,3235.119375,2328.13515625
305,4.0,3401.9934375,2867.211875
306,4.0,3121.456875,3482.18875
307,4.0,3232.52375,2364.408125
308,4.0,1388.2259375,1929.8778125
309,4.0,3121.2278125,3483.7290625
310,4.0,3237.214375,2355.9453125
311,4.0,1260.843203125,1820.90859375
312,4.0,1267.745703125,1820.559375
313,4.0,1252.681171875,1809.81453125
314,4.0,3409.2478125,2859.664375
315,4.0,3391.5740625,2867.2621875
316,4.0,3393.4278125,2871.14375
317,4.0,3402.7878125,2874.65125
318,4.0,1315.7075,1898.87
319,4.0,0.0,0.0
320,4.0,1979.858125,1911.33609375
321,4.0,1979.87421875,1909.6715625
322,4.0,1981.44640625,1905.7475
323,4.0,1997.1259375,1901.71375
324,4.0,3118.70875,3071.598125
325,4.0,2737.136875,2082.895
326,4.0,2733.3765625,2079.95703125
327,4.0,2740.3246875,2074.7021875
328,4.0,2740.275,2049.9853125
329,4.0,0.0,0.0
330,4.0,2855.929375,1982.11671875
331,4.0,2885.4815625,939.17140625
332,4.0,2252.7265625,2255.91390625
333,4.0,2189.56453125,2293.54109375
334,4.0,2178.7425,2310.29640625
335,4.0,2199.848125,2268.19375
336,4.0,2659.8815625,920.634453125
337,4.0,2650.1134375,921.567578125
338,4.0,2737.24,2039.5925
339,4.0,2856.1709375,1985.58921875
340,4.0,2765.275,1913.348125
341,4.0,2708.285625,2046.63953125
342,4.0,2822.4378125,1087.296953125
343,4.0,2727.1903125,1049.11140625
344,4.0,2739.7459375,1047.6215625
345,4.0,2715.4003125,2055.74609375
346,4.0,2748.095,2030.1928125
347,4.0,2764.05,1909.455625
348,4.0,2766.28375,1920.5165625
349,4.0,2768.005,1917.15390625
350,4.0,3585.3690625,2421.101875
351,4.0,2630.634375,2042.38453125
352,4.0,2656.4978125,2062.948125
353,4.0,2812.2815625,2013.618125
354,4.0,2827.7946875,2109.0153125
355,4.0,0.0,0.0
356,4.0,0.0,0.0
357,4.0,2866.7984375,2074.59828125
358,4.0,3030.9315625,1989.3571875
359,4.0,3116.584375,2180.85375
360,4.0,2938.5878125,2357.9459375
361,4.0,2956.4571875,2369.12578125
362,4.0,3026.545625,2346.83078125
363,4.0,3035.0859375,2349.89671875
364,4.0,3034.4215625,2335.66890625
365,4.0,2935.230625,2282.19921875
366,4.0,2962.8509375,2262.48671875
367,4.0,2989.1159375,2269.3728125
368,4.0,2949.284375,2276.6509375
646,8.0,1968.1709375,1975.4853125
647,8.0,1977.14453125,1942.85328125
648,8.0,1993.49828125,2003.29578125
649,8.0,3425.1915625,2878.93
650,8.0,1964.89453125,1943.0209375
651,8.0,1998.23609375,1998.91296875
652,8.0,0.0,0.0
653,8.0,1959.448125,1963.01453125
654,8.0,3417.06,1600.27140625
655,8.0,3440.6078125,2824.0721875
656,8.0,3441.025625,2822.755625
657,8.0,1977.44609375,1979.7453125
658,8.0,1953.5253125,2031.58296875
659,8.0,892.2240625,2954.3871875
660,8.0,2379.27734375,3404.4115625
661,8.0,2375.3125,3425.155
662,8.0,1340.66375,1181.994765625
663,8.0,3387.405,2881.4996875
664,8.0,818.593671875,2942.351875
665,8.0,3452.9390625,1635.41046875
666,8.0,3390.64625,2879.4115625
667,8.0,3461.3775,1637.2253125
668,8.0,3405.521875,2875.10125
669,8.0,3385.985625,2872.9003125
670,8.0,3404.423125,2880.64125
671,8.0,3448.4778125,1620.62671875
672,8.0,3447.3834375,1620.78828125
673,8.0,3460.525,1635.51765625
674,8.0,812.26984375,2933.8996875
675,8.0,831.70625,2913.360625
676,8.0,855.249765625,2926.258125
677,8.0,1896.28609375,2022.79015625
678,8.0,1927.423125,1983.03734375
679,8.0,3444.0334375,1625.24265625
680,8.0,888.606015625,2886.145
681,8.0,3406.2403125,2864.21625
682,8.0,3406.246875,2864.5603125
683,8.0,831.99078125,2914.120625
684,8.0,1978.956875,1970.914375
685,8.0,2001.1175,1941.87796875
686,8.0,2019.8275,1968.770625
687,8.0,760.057421875,2894.7053125
688,8.0,2004.06890625,1968.80671875
689,8.0,3448.596875,2907.8584375
690,8.0,921.571171875,2903.666875
691,8.0,998.738515625,2982.1075
692,8.0,1459.2303125,3574.855
693,8.0,1468.84609375,3577.3759375
694,8.0,1459.77859375,3571.74875
695,8.0,1467.53390625,3539.4171875
696,8.0,1481.9234375,3579.656875
697,8.0,2410.78546875,3476.5090625
698,8.0,1473.0584375,3564.3946875
699,8.0,1205.052890625,2877.20125
700,8.0,1210.261953125,2870.544375
701,8.0,1261.942734375,2832.843125
702,8.0,1309.42765625,2863.23375
703,8.0,1310.833125,2803.165625
704,8.0,0.0,0.0
705,8.0,1271.864453125,2897.325
706,8.0,1227.061796875,2958.3471875
707,8.0,1231.213984375,2904.2146875
708,8.0,2368.7696875,3490.7546875
709,8.0,2356.5653125,3493.030625
710,8.0,2198.57640625,1653.3475
711,8.0,2187.46,1728.9759375
712,8.0,2358.4428125,3261.8359375
713,8.0,2165.7503125,1711.5703125
714,8.0,2150.7521875,1719.7715625
715,8.0,1640.49359375,2956.87875
716,8.0,1580.59921875,3087.8290625
717,8.0,1656.44671875,2936.6228125
718,8.0,1698.1446875,3037.1990625
719,8.0,1680.40921875,3082.624375
720,8.0,1657.129375,3093.3284375
721,8.0,2721.3265625,2028.1203125
722,8.0,2728.3471875,2052.2771875
723,8.0,2734.0009375,2062.11703125
724,8.0,0.0,0.0
725,8.0,2506.40453125,2870.52125
726,8.0,2492.00140625,2856.9584375
727,8.0,2496.4359375,2858.3740625
728,8.0,2484.60046875,2857.3596875
729,8.0,2512.823125,2863.451875
730,8.0,2513.77234375,2861.6553125
731,8.0,2520.54171875,2864.0859375
732,8.0,2578.08734375,2509.149375
733,8.0,2561.86546875,2556.213125
734,8.0,2558.92734375,2554.43890625
735,8.0,2560.0725,2456.01390625
736,8.0,2573.71234375,2477.738125
737,8.0,2671.159375,2229.26390625
738,8.0,2695.9246875,2215.5015625
739,8.0,2712.539375,2194.4859375
740,8.0,2721.765625,2297.12828125
1020,12.0,2591.866875,1377.5534375
1021,12.0,2574.22,1350.285
1022,12.0,1951.60140625,1944.6759375
1023,12.0,1960.2475,1935.1459375
1024,12.0,3466.9540625,2228.05078125
1025,12.0,3190.45125,1886.95671875
1026,12.0,3197.805,1882.52515625
1027,12.0,2318.36453125,685.151953125
1028,12.0,2185.6046875,965.252265625
1029,12.0,2154.6759375,995.55140625
1030,12.0,2314.0246875,716.06546875
1031,12.0,1931.64359375,1967.9053125
1032,12.0,1915.628125,1968.605
1033,12.0,1912.90203125,2755.4884375
1034,12.0,2498.28453125,1435.796875
1035,12.0,2512.41546875,1454.66390625
1036,12.0,1906.93328125,2751.681875
1037,12.0,2311.6559375,719.711796875
1038,12.0,2321.22015625,715.8075
1039,12.0,3245.6678125,2336.06078125
1040,12.0,3248.9134375,2356.19671875
1041,12.0,1920.9478125,1797.7009375
1042,12.0,1905.02421875,1798.06390625
1043,12.0,1915.62390625,1801.63671875
1044,12.0,2474.60890625,1417.0315625
1045,12.0,2458.39046875,1399.0746875
1046,12.0,3436.7840625,2251.030625
1047,12.0,1534.34203125,1478.9746875
1048,12.0,1533.47921875,1456.09453125
1049,12.0,2471.36390625,1396.305625
1050,12.0,2471.41171875,1396.61875
1051,12.0,1954.19109375,2439.53828125
1052,12.0,1887.165625,1956.90953125
1053,12.0,1890.4159375,1978.90578125
1054,12.0,1935.6865625,2439.88921875
1055,12.0,2460.073125,1399.64765625
1056,12.0,2339.2875,738.433046875
1057,12.0,3455.0490625,2207.6678125
1058,12.0,3451.775,2208.810625
1059,12.0,2620.068125,2162.03640625
1060,12.0,2610.2059375,2173.22640625
1061,12.0,2379.50328125,732.221015625
1062,12.0,751.369296875,1697.20890625
1063,12.0,787.32546875,1669.7503125
1064,12.0,2790.1715625,1176.709296875
1065,12.0,2790.6940625,1175.48609375
1066,12.0,2336.31953125,801.58421875
1067,12.0,1894.748125,2646.5678125
1068,12.0,2325.0275,812.5496875
1069,12.0,2325.81296875,821.81625
1070,12.0,1862.4003125,2660.785625
1071,12.0,1905.96578125,2553.76234375
1072,12.0,1881.8553125,2537.4975
1073,12.0,2335.0915625,2404.1609375
1074,12.0,1893.08234375,2589.5975
1075,12.0,1886.59328125,2541.3915625
1076,12.0,2382.80046875,1912.76328125
1077,12.0,2383.8459375,1904.1028125
1078,12.0,2794.1228125,1179.15375
1079,12.0,2800.3290625,1185.543359375
1080,12.0,2450.43359375,1554.47609375
1081,12.0,2163.02078125,1073.49515625
1082,12.0,1897.77921875,1269.3059375
1083,12.0,1851.165,1256.901171875
1084,12.0,1941.5903125,1412.04109375
1085,12.0,761.520078125,1355.3359375
1086,12.0,1933.339375,1378.319375
1087,12.0,2100.2078125,1517.1509375
1088,12.0,2044.71171875,1394.820625
1089,12.0,2115.67109375,1436.78703125
1090,12.0,2115.03234375,1437.806875
1091,12.0,0.0,0.0
1092,12.0,1266.533046875,1603.0475
1093,12.0,0.0,0.0
1094,12.0,1201.9440625,1600.0525
1095,12.0,1533.42359375,1469.7146875
1096,12.0,1551.4515625,1472.75640625
1097,12.0,910.4940625,1160.3590625
1098,12.0,1670.3959375,1478.48171875
1099,12.0,1223.618984375,1608.65609375
1100,12.0,1959.74078125,1356.30375
1101,12.0,1210.73765625,1574.675625
1102,12.0,1398.20609375,970.198671875
1103,12.0,1478.4709375,1402.69859375
1104,12.0,1295.8540625,927.81484375
1105,12.0,1446.6115625,1207.996953125
1106,12.0,1452.42984375,1206.0271875
1107,12.0,1365.46140625,972.97359375
1108,12.0,1338.438125,1055.633359375
1109,12.0,1382.38921875,1064.861953125
1110,12.0,1337.56390625,1111.431953125
1111,12.0,1395.489375,1106.13265625
1112,12.0,1368.7728125,1071.5003125
1113,13.0,2374.378125,730.131953125
1114,13.0,2510.665,1353.07796875
1115,13.0,2522.256875,1364.25453125
1116,13.0,2291.01953125,698.534453125
1117,13.0,1908.4103125,2670.2328125
1118,13.0,2285.3396875,1837.7875
1119,13.0,2292.14140625,691.810546875
1120,13.0,3451.48,2237.12953125
1121,13.0,1112.0734375,2570.3771875
1122,13.0,1162.064453125,2628.8246875
1123,13.0,3463.5446875,2223.2053125
1124,13.0,2327.02421875,799.168359375
1125,13.0,2317.8253125,777.986953125
1126,13.0,2875.329375,2355.01375
1127,13.0,2878.4553125,2354.951875
1128,13.0,2489.71875,1314.22171875
1129,13.0,2488.5953125,1311.1921875
1130,13.0,2651.715,3052.50625
1131,13.0,1878.08515625,1930.048125
1132,13.0,1874.11609375,1925.200625
1133,13.0,1862.908125,2736.6790625
1134,13.0,1863.94875,2733.9178125
1135,13.0,3244.8559375,2371.67171875
1136,13.0,3241.520625,2361.8615625
1137,13.0,1908.3021875,2684.588125
1138,13.0,1916.6959375,2683.6484375
1139,13.0,2479.47890625,1400.359375
1140,13.0,2508.528125,1396.11953125
1141,13.0,1894.2415625,2057.34703125
1142,13.0,0.0,0.0
1143,13.0,0.0,0.0
1144,13.0,2374.47875,706.565703125
1145,13.0,2365.275,706.6596875
1146,13.0,3480.101875,2797.2671875
1147,13.0,3413.975,2859.595
1148,13.0,2806.84125,2418.5075
1149,13.0,1871.813125,2015.23171875
1150,13.0,1871.7846875,2013.42109375
1151,13.0,2804.419375,2413.7575
1152,13.0,1875.9878125,2009.4725
1153,13.0,1879.8325,2018.94859375
1154,13.0,2807.14375,2418.2159375
1155,13.0,2444.87515625,1407.90109375
1156,13.0,2443.6728125,1409.33671875
1157,13.0,3479.3975,2794.0778125
1158,13.0,3486.4334375,2793.9434375
1159,13.0,2798.8453125,2437.1353125
1160,13.0,1930.91375,2678.9784375
1161,13.0,1930.8103125,2678.5240625
1162,13.0,2441.9103125,1375.628125
1163,13.0,2445.81109375,1394.28390625
1164,13.0,2440.94890625,1377.44875
1165,13.0,3265.7371875,3441.729375
1166,13.0,3260.4253125,3440.1759375
1167,13.0,2630.7490625,2417.61859375
1168,13.0,2692.325625,2416.99171875
1169,13.0,1953.215,2696.556875
1170,13.0,1922.48078125,2687.2671875
1171,13.0,1958.83,2698.5046875
1172,13.0,1940.9575,2699.5628125
1173,13.0,3180.739375,3614.3434375
1174,13.0,0.0,0.0
1175,13.0,3180.2253125,3645.245625
1176,13.0,2651.6178125,2035.50328125
1177,13.0,2664.73125,2080.5415625
1178,13.0,2017.654375,2297.529375
1179,13.0,0.0,0.0
1180,13.0,1759.4103125,2973.771875
1181,13.0,1782.08453125,3018.4165625
1182,13.0,2167.15171875,2339.0578125
1183,13.0,2148.9015625,2369.76328125
1184,13.0,2207.4365625,2459.4446875
1185,13.0,2210.81953125,2436.5459375
1186,13.0,2749.886875,3147.9159375
1187,13.0,2420.88953125,2349.054375
1188,13.0,2414.2265625,2333.3271875
1189,13.0,2738.05375,3181.8415625
1190,13.0,2737.0853125,3181.6740625
1191,13.0,2288.1821875,2669.7840625
1192,13.0,2276.0503125,2661.23375
1193,13.0,2494.6209375,3068.6184375
1194,13.0,2478.5003125,3041.0721875
1195,13.0,2351.8971875,2787.9521875
1196,13.0,2577.41453125,2807.603125
1197,13.0,2585.708125,2822.2721875
1198,13.0,2564.74578125,2764.413125
1199,13.0,2570.46078125,2755.6371875
1200,13.0,2373.8409375,2783.853125
1201,13.0,2378.40609375,2772.2528125
1202,13.0,2525.74078125,2865.993125
1203,13.0,2519.161875,2867.2909375
1204,13.0,2544.72109375,2871.5246875
1205,13.0,2492.65,2853.0675
1206,14.0,1970.22203125,1944.033125
1207,14.0,1972.0771875,1946.4475
1208,14.0,2434.25078125,1362.03984375
1209,14.0,1294.13609375,1084.004765625
1210,14.0,1767.36671875,1230.2159375
1211,14.0,1952.29515625,1974.6009375
1212,14.0,1950.2215625,1892.51234375
1213,14.0,1860.7909375,1982.93890625
1214,14.0,1940.65328125,1947.86921875
1215,14.0,1774.86015625,1230.9171875
1216,14.0,1295.099453125,1094.864609375
1217,14.0,1774.10890625,1230.106171875
1218,14.0,1912.5075,2804.1240625
1219,14.0,1910.09171875,2788.0303125
1220,14.0,2149.64296875,927.9178125
1221,14.0,2129.484375,949.067265625
1222,14.0,2471.3521875,1369.79890625
1223,14.0,2476.611875,1374.25015625
1224,14.0,1855.94234375,2725.8909375
1225,14.0,2547.8525,1397.1775
1226,14.0,2559.88453125,1403.3275
1227,14.0,2570.09859375,725.01546875
1228,14.0,799.89484375,1615.01796875
1229,14.0,777.7603125,1607.25828125
1230,14.0,1983.409375,1239.47609375
1231,14.0,1133.67875,3310.2721875
1232,14.0,1953.30234375,1939.24890625
1233,14.0,1968.7059375,1971.8559375
1234,14.0,2599.699375,771.338671875
1235,14.0,1924.36390625,2672.893125
1236,14.0,1921.12703125,2681.833125
1237,14.0,1970.8271875,1245.11984375
1238,14.0,2480.0265625,1402.15765625
1239,14.0,2473.65953125,1407.98515625
1240,14.0,805.053515625,1616.70359375
1241,14.0,2400.9875,3657.555
1242,14.0,1868.723125,2734.7853125
1243,14.0,1859.49296875,2726.1490625
1244,14.0,1172.47640625,3345.63875
1245,14.0,1194.977265625,3349.3371875
1246,14.0,1894.7475,1841.07
1247,14.0,1954.1359375,1942.51796875
1248,14.0,2482.36671875,3731.5190625
1249,14.0,2452.35953125,3732.731875
1250,14.0,2486.7671875,1437.513125
1251,14.0,1952.189375,1888.31421875
1252,14.0,1932.64953125,1880.07296875
1253,14.0,2705.07625,790.633671875
1254,14.0,2713.9740625,781.5125
1255,14.0,1832.41328125,2723.7228125
1256,14.0,1581.9746875,3498.37625
1257,14.0,2527.42015625,1411.3771875
1258,14.0,2836.5146875,1979.93390625
1259,14.0,2837.37,1977.573125
1260,14.0,814.696484375,1657.1528125
1261,14.0,1586.12421875,3479.2078125
1262,14.0,2477.2596875,1410.19453125
1263,14.0,2479.47140625,1410.48453125
1264,14.0,2453.9859375,3613.535
1265,14.0,2416.3515625,3600.3378125
1266,14.0,1940.225625,1937.7925
1267,14.0,1942.15640625,1938.2503125
1268,14.0,1731.875625,3346.8121875
1269,14.0,1708.26109375,3343.7028125
1270,14.0,2246.3953125,2490.37109375
1271,14.0,2302.88515625,2556.62578125
1272,14.0,1955.47140625,2740.0828125
1273,14.0,2774.9521875,1785.4059375
1274,14.0,2002.5603125,2717.7840625
1275,14.0,2780.2575,1846.63203125
1276,14.0,2792.073125,1830.2728125
1277,14.0,2207.383125,2563.76890625
1278,14.0,2809.92,1850.4175
1279,14.0,2180.960625,2582.2996875
1280,14.0,2376.54375,2455.13109375
1281,14.0,2335.5453125,2480.68890625
1282,14.0,2536.30015625,3133.009375
1283,14.0,2995.8453125,2027.0228125
1284,14.0,3007.1753125,2180.70953125
1285,14.0,2996.104375,2183.34390625
1286,14.0,2756.1353125,2261.255
1287,14.0,2744.1078125,2260.09078125
1288,14.0,2859.1725,2633.0834375
1289,14.0,2879.9990625,2655.49125
1290,14.0,3044.300625,3100.1134375
1291,14.0,3021.6853125,3093.228125
1292,14.0,3201.9959375,2956.03875
1293,14.0,3355.2934375,2957.8928125
1294,14.0,3385.970625,2941.0753125
1295,14.0,3364.6334375,2933.4390625
1296,15.0,2547.54234375,1367.94765625
1297,15.0,1960.2675,1977.9203125
1298,15.0,1917.2203125,1793.20890625
1299,15.0,1209.29265625,2586.18859375
1300,15.0,1973.50375,1971.27203125
1301,15.0,1951.19390625,1976.3303125
1302,15.0,1917.4475,1794.48296875
1303,15.0,3189.5778125,2424.656875
1304,15.0,1917.72328125,1792.489375
1305,15.0,1949.72890625,1967.15171875
1306,15.0,799.55328125,1611.1959375
1307,15.0,2482.08921875,1458.9796875
1308,15.0,3211.3290625,1903.01015625
1309,15.0,3233.624375,1911.035625
1310,15.0,1919.3259375,1793.07453125
1311,15.0,1210.621484375,2597.1121875
1312,15.0,3192.39375,2393.4153125
1313,15.0,3422.3978125,2819.1675
1314,15.0,3420.6659375,2822.4240625
1315,15.0,2247.26390625,946.44796875
1316,15.0,2274.18078125,942.923203125
1317,15.0,2341.57140625,3425.6890625
1318,15.0,2347.433125,3425.9090625
1319,15.0,3466.715,2896.415
1320,15.0,3466.824375,2887.6940625
1321,15.0,784.05609375,1668.51578125
1322,15.0,788.504765625,1671.6134375
1323,15.0,1196.514453125,2527.923125
1324,15.0,2472.7775,1360.361875
1325,15.0,3484.3828125,2905.92
1326,15.0,3483.375625,2903.1421875
1327,15.0,1941.2696875,2039.443125
1328,15.0,1934.52953125,2050.0703125
1329,15.0,0.0,0.0
1330,15.0,3192.30375,2377.0878125
1331,15.0,1934.3875,2043.66015625
1332,15.0,2498.04140625,1435.6871875
1333,15.0,1929.6025,2033.67078125
1334,15.0,1240.05546875,2589.60671875
1335,15.0,1237.646953125,2580.055
1336,15.0,2528.0759375,1433.8065625
1337,15.0,2536.28515625,1460.76609375
1338,15.0,3165.265,2377.11796875
1339,15.0,1888.3709375,2802.1628125
1340,15.0,1886.5509375,2802.87875
1341,15.0,1884.043125,2802.7159375
1342,15.0,1879.97875,2799.145625
1343,15.0,2515.108125,1414.17109375
1344,15.0,2514.66234375,1406.5753125
1345,15.0,1951.85796875,1929.00890625
1346,15.0,1971.75328125,1899.95171875
1347,15.0,802.97078125,1669.430625
1348,15.0,2518.424375,2091.82734375
1349,15.0,2512.31359375,2091.2775
1350,15.0,2507.57515625,1428.19140625
1351,15.0,2513.844375,1408.55375
1352,15.0,1974.21640625,1328.9625
1353,15.0,1978.4109375,1329.43765625
1354,15.0,3086.828125,2387.175
1355,15.0,3092.510625,2395.21453125
1356,15.0,3083.893125,2382.8828125
1357,15.0,3081.949375,2386.008125
1358,15.0,2495.658125,2175.6059375
1359,15.0,2408.91671875,844.6465625
1360,15.0,2391.34578125,835.706953125
1361,15.0,2490.0975,2130.57015625
