,match,matchName,x,y
0,1,Desert_Main,6441.52,2643.048125
1,1,Desert_Main,4341.6015625,2800.9221875
2,1,Desert_Main,4342.5278125,2798.63375
3,1,Desert_Main,4361.0715625,2806.3221875
4,1,Desert_Main,4380.7871875,2811.823125
5,1,Desert_Main,0.0,0.0
6,1,Desert_Main,4340.181875,2874.0246875
7,1,Desert_Main,4392.344375,2807.87875
8,1,Desert_Main,4298.70625,2751.6675
9,1,Desert_Main,3403.8646875,2707.20125
10,1,Desert_Main,4391.61625,2816.83625
11,1,Desert_Main,4357.836875,2769.1059375
12,1,Desert_Main,4358.0778125,2768.9075
13,1,Desert_Main,4298.0390625,2746.6378125
14,1,Desert_Main,4294.275,2745.2503125
15,1,Desert_Main,6491.16125,4243.4515625
16,1,Desert_Main,3395.3984375,2852.621875
17,1,Desert_Main,6552.77125,2488.988125
18,1,Desert_Main,6478.564375,2482.8759375
19,1,Desert_Main,6329.321875,4458.9375
20,1,Desert_Main,6326.676875,4428.7703125
21,1,Desert_Main,6556.68375,2518.369375
22,1,Desert_Main,6348.826875,4410.62875
23,1,Desert_Main,6502.098125,2513.40578125
24,1,Desert_Main,4387.3790625,2804.7603125
25,1,Desert_Main,6361.240625,4435.2546875
26,1,Desert_Main,3907.42625,2823.2409375
27,1,Desert_Main,2986.9634375,2701.4371875
28,1,Desert_Main,3906.864375,2802.421875
29,1,Desert_Main,6361.5025,4434.031875
30,1,Desert_Main,6475.65625,2485.03296875
31,1,Desert_Main,3877.61875,2835.64125
32,1,Desert_Main,0.0,0.0
33,1,Desert_Main,1246.556640625,2816.93375
34,1,Desert_Main,1251.47015625,2817.0275
35,1,Desert_Main,6306.37875,4409.7828125
36,1,Desert_Main,4225.8871875,2626.9590625
37,1,Desert_Main,4222.7921875,2623.0309375
38,1,Desert_Main,4222.05375,2622.3121875
39,1,Desert_Main,3218.340625,2809.7671875
40,1,Desert_Main,4070.693125,2777.7221875
41,1,Desert_Main,4098.304375,2755.2809375
42,1,Desert_Main,4117.7515625,2769.7753125
43,1,Desert_Main,4236.585625,2769.81375
44,1,Desert_Main,4038.8371875,2794.118125
45,1,Desert_Main,1602.4853125,2800.12
46,1,Desert_Main,1680.50390625,2752.4978125
47,1,Desert_Main,4096.2484375,2806.919375
48,1,Desert_Main,1771.74390625,4010.57
49,1,Desert_Main,4082.4878125,2761.830625
50,1,Desert_Main,4177.4303125,2719.51125
51,1,Desert_Main,0.0,0.0
52,1,Desert_Main,4059.1171875,2694.99875
53,1,Desert_Main,4124.873125,2767.846875
54,1,Desert_Main,4194.910625,2771.60875
55,1,Desert_Main,4119.003125,2731.48375
56,1,Desert_Main,2940.788125,4281.745
57,1,Desert_Main,3054.7915625,4440.4915625
58,1,Desert_Main,3640.2846875,2286.445625
59,1,Desert_Main,3817.764375,3485.890625
60,1,Desert_Main,3704.7221875,3475.690625
61,1,Desert_Main,3712.825625,3489.2946875
62,1,Desert_Main,3739.733125,3472.5034375
63,1,Desert_Main,3080.615,2834.5909375
64,1,Desert_Main,3085.3075,2844.410625
65,1,Desert_Main,3073.835,2835.188125
66,1,Desert_Main,3101.955,2853.281875
67,1,Desert_Main,3713.594375,3480.735
68,1,Desert_Main,3163.408125,4149.0946875
69,1,Desert_Main,3742.7015625,3464.005
70,1,Desert_Main,3256.9659375,2785.869375
71,1,Desert_Main,3709.9178125,3328.095625
72,1,Desert_Main,0.0,0.0
73,1,Desert_Main,4208.2915625,3615.7675
74,1,Desert_Main,4209.6490625,3617.2128125
75,1,Desert_Main,3014.575625,2977.115
76,1,Desert_Main,0.0,0.0
77,1,Desert_Main,3627.84875,3402.3946875
78,1,Desert_Main,3334.2675,3191.9403125
79,1,Desert_Main,3316.795625,3190.8728125
80,1,Desert_Main,3310.7365625,3197.583125
81,1,Desert_Main,3319.1059375,3193.5121875
82,1,Desert_Main,3320.691875,3189.5753125
83,1,Desert_Main,3192.1715625,3414.7246875
84,1,Desert_Main,3309.6109375,3186.90375
85,1,Desert_Main,3190.03625,3417.6434375
86,1,Desert_Main,3185.320625,3418.664375
87,1,Desert_Main,3447.6034375,3396.3890625
88,1,Desert_Main,3302.8553125,3260.7890625
89,1,Desert_Main,3229.704375,3145.64375
90,1,Desert_Main,3274.0575,3203.9365625
91,2,Desert_Main,3670.8478125,4228.3446875
92,2,Desert_Main,4346.5478125,2811.515
93,2,Desert_Main,4344.9065625,2805.9203125
94,2,Desert_Main,3667.4259375,4183.3359375
95,2,Desert_Main,3674.6590625,4168.00625
96,2,Desert_Main,0.0,0.0
97,2,Desert_Main,3675.0446875,4174.1434375
98,2,Desert_Main,7582.38375,4597.9365625
99,2,Desert_Main,362.4001953125,1337.5240625
100,2,Desert_Main,363.4059765625,1336.83578125
101,2,Desert_Main,508.925078125,1350.12453125
102,2,Desert_Main,7614.8975,4600.0578125
103,2,Desert_Main,6336.7025,4697.3065625
104,2,Desert_Main,1888.8046875,2949.7871875
105,2,Desert_Main,6340.966875,4696.1671875
106,2,Desert_Main,6348.626875,4679.700625
107,2,Desert_Main,1909.2128125,2904.301875
108,2,Desert_Main,1913.48890625,2900.2928125
109,2,Desert_Main,6302.94,2562.44109375
110,2,Desert_Main,3708.6471875,4283.4921875
111,2,Desert_Main,3801.6678125,4352.580625
112,2,Desert_Main,6292.361875,2584.12453125
113,2,Desert_Main,4255.13,3359.7071875
114,2,Desert_Main,4346.2071875,2805.0203125
115,2,Desert_Main,4343.5265625,2777.9584375
116,2,Desert_Main,2620.31890625,2843.8378125
117,2,Desert_Main,609.814296875,1334.10671875
118,2,Desert_Main,3807.64,4457.7534375
119,2,Desert_Main,3802.11,4458.80375
120,2,Desert_Main,3842.720625,4442.350625
121,2,Desert_Main,2508.37015625,2822.253125
122,2,Desert_Main,4752.6371875,5544.27125
123,2,Desert_Main,2509.863125,2790.4678125
124,2,Desert_Main,2383.3728125,2572.69296875
125,2,Desert_Main,7028.10125,4804.69625
126,2,Desert_Main,4734.3359375,5619.395
127,2,Desert_Main,4758.733125,5629.3925
128,2,Desert_Main,4781.6384375,5647.271875
129,2,Desert_Main,4762.6109375,5624.09875
130,2,Desert_Main,394.8323828125,2089.59796875
131,2,Desert_Main,407.10640625,2088.89390625
132,2,Desert_Main,370.502578125,2150.99046875
133,2,Desert_Main,4730.43,5611.44625
134,2,Desert_Main,4727.39,5610.350625
